# zHD       = redshift in CMB frame with VPEC correction
# zHEL      = helio redshift (beware: no VPEC corr) 
# MU        = distance modulus corrected for bias and contamination
# MUERR     = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
# ISDATA_REAL: 1   # flag for cosmology fitter to choose blind option
#
VARNAMES: CID IDSURVEY zHD zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 18362        1 0.23521 0.23635 40.40418  0.17890  0.00000  0.02450
SN: 18374        1 0.31864 0.31983 40.92829  0.15080  0.00000  0.03536
SN: 18375        1 0.10941 0.11053 38.24551  0.16730  0.00000  0.03674
SN: 18415        1 0.12958 0.13079 38.90809  0.12110  0.00000  0.01613
SN: 18451        1 0.38704 0.38800 41.72893  0.15320  0.00000  0.05539
SN: 18456        1 0.21902 0.21993 39.89369  0.19540  0.00000  0.01906
SN: 18463        1 0.26720 0.26827 40.60696  0.15980  0.00000  0.01801
SN: 18466        1 0.21239 0.21300 40.06979  0.18150  0.00000  0.02258
SN: 18485        1 0.27839 0.27900 40.68483  0.14290  0.00000  0.02301
SN: 18486        1 0.24552 0.24600 40.24614  0.13400  0.00000  0.02628
SN: 18604        1 0.17504 0.17626 39.74648  0.18760  0.00000  0.03571
SN: 18610        1 0.12790 0.12912 39.76692 231.29810  0.00000  0.03720
SN: 18612        1 0.11381 0.11493 38.48350  0.16120  0.00000  0.02872
SN: 18647        1 0.21159 0.21270 40.30003  0.17040  0.00000  0.01012
SN: 18650        1 0.11259 0.11374 38.75712  0.14650  0.00000  0.02056
SN: 18651        1 0.24781 0.24900 40.55290  0.17010  0.00000  0.01084
SN: 18697        1 0.10653 0.10766 38.41415  0.14720  0.00000  0.02911
SN: 18704        1 0.33084 0.33196 41.08035  0.11860  0.00000  0.03337
SN: 18709        1 0.09864 0.09984 39.81920 175.36900  0.00000  0.03865
SN: 18740        1 0.15334 0.15441 39.27488  0.13700  0.00000  0.01214
SN: 18749        1 0.18950 0.19061 39.77828  0.17850  0.00000  0.03634
SN: 18767        1 0.32903 0.33021 41.06929  0.18230  0.00000  0.07835
SN: 18768        1 0.19692 0.19800 40.06849  0.17260  0.00000  0.01516
SN: 18771        1 0.24983 0.25100 40.89380  0.17350  0.00000  0.02705
SN: 18787        1 0.18931 0.19023 40.09838  0.21960  0.00000  0.02245
SN: 18804        1 0.19745 0.19843 39.75931  0.14600  0.00000  0.01743
SN: 18807        1 0.17636 0.17700 39.82412  0.13990  0.00000  0.01388
SN: 18809        1 0.13162 0.13219 38.93697  0.11360  0.00000  0.01795
SN: 18835        1 0.12268 0.12319 38.76989  0.14020  0.00000  0.01711
SN: 18851        1 0.29221 0.29284 40.96982  0.20620  0.00000  0.03581
SN: 18855        1 0.12723 0.12783 38.94986  0.12640  0.00000  0.02803
SN: 18909        1 0.22681 0.22798 40.35531  0.11780  0.00000  0.03866
SN: 18927        1 0.21336 0.21400 40.06576  0.17880  0.00000  0.03378
SN: 18945        1 0.27793 0.27907 40.90458  0.15730  0.00000  0.01903
SN: 18965        1 0.20481 0.20592 39.99701  0.12150  0.00000  0.01989
SN: 18971        1 0.27049 0.27139 40.85867  0.18590  0.00000  0.05421
SN: 19000        1 0.28519 0.28598 40.70237  0.13470  0.00000  0.02130
SN: 19002        1 0.27029 0.27100 40.65031  0.11500  0.00000  0.02719
SN: 19008        1 0.21782 0.21900 40.12905  0.17210  0.00000  0.02521
SN: 19027        1 0.29146 0.29262 40.57857  0.16340  0.00000  0.03545
SN: 19101        1 0.18585 0.18700 39.71133  0.16280  0.00000  0.02096
SN: 19128        1 0.28578 0.28700 40.94528  0.16360  0.00000  0.02125
SN: 19149        1 0.21040 0.21129 39.50370  0.17840  0.00000  0.01074
SN: 19155        1 0.07671 0.07760 37.82015  0.10750  0.00000  0.03561
SN: 19174        1 0.16517 0.16614 39.39374  0.17730  0.00000  0.02355
SN: 19205        1 0.33350 0.33460 41.23053  0.14340  0.00000  0.04265
SN: 19207        1 0.25751 0.25870 40.62793  0.19360  0.00000  0.02500
SN: 19220        1 0.20178 0.20300 39.76706  0.20500  0.00000  0.02295
SN: 19230        1 0.22031 0.22150 40.01034  0.21410  0.00000  0.04180
SN: 19274        1 0.25342 0.25464 40.80869  0.22690  0.00000  0.07264
SN: 19282        1 0.17580 0.17700 39.61167  0.15490  0.00000  0.02100
SN: 19341        1 0.23563 0.23672 40.38636  0.15940  0.00000  0.02357
SN: 19347        1 0.25816 0.25906 40.77425  0.14960  0.00000  0.03486
SN: 19353        1 0.15340 0.15411 39.34248  0.16800  0.00000  0.02358
SN: 19402        1 0.18105 0.18150 39.53956  0.13430  0.00000  0.01656
SN: 19428        1 0.08924 0.09032 39.73954 304.18780  0.00000  0.07626
SN: 19543        1 0.12179 0.12300 38.96512  0.15890  0.00000  0.02071
SN: 19545        1 0.30794 0.30911 40.83899  0.16020  0.00000  0.05801
SN: 19596        1 0.29150 0.29200 40.91827  0.16940  0.00000  0.02394
SN: 19616        1 0.16468 0.16549 39.40558  0.12890  0.00000  0.01201
SN: 19625        1 0.30408 0.30492 41.30384  0.16680  0.00000  0.03931
SN: 19632        1 0.31400 0.31475 41.19056  0.13740  0.00000  0.03552
SN: 19652        1 0.24478 0.24601 40.45279  0.23590  0.00000  0.12761
SN: 19658        1 0.19885 0.20000 39.95114  0.14320  0.00000  0.01306
SN: 19668        1 0.40596 0.40718 41.69160  0.10430  0.00000  0.04510
SN: 19701        1 0.13429 0.13501 39.39575  0.59210  0.00000  0.03644
SN: 19702        1 0.26838 0.26900 40.76345  0.26480  0.00000  0.03112
SN: 19723        1 0.25423 0.25544 40.67874  0.17570  0.00000  0.01398
SN: 19757        1 0.21776 0.21899 40.45918  0.25070  0.00000  0.08269
SN: 19769        1 0.25134 0.25256 40.40628  0.19760  0.00000  0.12377
SN: 19772        1 0.17406 0.17517 39.22181  0.20390  0.00000  0.07429
SN: 19794        1 0.29607 0.29728 41.12788  0.20770  0.00000  0.08917
SN: 19818        1 0.30423 0.30506 40.80792  0.17550  0.00000  0.02934
SN: 19821        1 0.26479 0.26601 40.71391  0.17270  0.00000  0.02664
SN: 19899        1 0.09018 0.09140 37.98927  0.14640  0.00000  0.02493
SN: 19908        1 0.23448 0.23557 40.19953  0.14630  0.00000  0.01179
SN: 19913        1 0.20581 0.20700 40.05805  0.15240  0.00000  0.01436
SN: 19940        1 0.14597 0.14700 38.88814  0.22930  0.00000  0.02406
SN: 19953        1 0.12204 0.12323 38.72300  0.14280  0.00000  0.02512
SN: 19969        1 0.17436 0.17524 39.52266  0.15130  0.00000  0.01700
SN: 19992        1 0.22479 0.22600 40.44489  0.22710  0.00000  0.01305
SN: 20033        1 0.25247 0.25347 40.45770  0.16210  0.00000  0.05330
SN: 20039        1 0.24571 0.24685 40.46739  0.15400  0.00000  0.01370
SN: 20040        1 0.28692 0.28808 40.71044  0.16680  0.00000  0.02564
SN: 20046        1 0.26289 0.26399 40.60653  0.16620  0.00000  0.01858
SN: 20064        1 0.10367 0.10487 38.23796  0.18110  0.00000  0.03793
SN: 20084        1 0.13848 0.13971 39.03478  0.28060  0.00000  0.05634
SN: 20088        1 0.24353 0.24464 40.30251  0.10400  0.00000  0.02197
SN: 20097        1 0.22001 0.22100 40.02866  0.21140  0.00000  0.02856
SN: 20104        1 0.17723 0.17829 40.42519 317.14550  0.00000  0.05263
SN: 20106        1 0.33177 0.33300 41.33237  0.16160  0.00000  0.05879
SN: 20111        1 0.24301 0.24423 40.48775  0.16840  0.00000  0.01529
SN: 20125        1 0.16526 0.16624 39.39290  0.17790  0.00000  0.02359
SN: 20142        1 0.31499 0.31600 40.72627  0.12240  0.00000  0.02963
SN: 20144        1 0.21889 0.22000 40.12124  0.17280  0.00000  0.01512
SN: 2017         1 0.26197 0.26314 40.83140  0.18400  0.00000  0.04266
SN: 20171        1 0.36670 0.36789 41.58683  0.12560  0.00000  0.05345
SN: 20245        1 0.28757 0.28879 40.71675  0.18440  0.00000  0.05659
SN: 20278        1 0.33358 0.33438 41.10292  0.12400  0.00000  0.05500
SN: 2031         1 0.15201 0.15300 39.13167  0.14050  0.00000  0.02230
SN: 20376        1 0.20955 0.21062 39.73913  0.20510  0.00000  0.06033
SN: 2041         1 0.20876 0.20985 40.26372  0.23340  0.00000  0.03942
SN: 20428        1 0.12138 0.12223 39.54081 152.72820  0.00000  0.02474
SN: 20430        1 0.16300 0.16400 39.54834  0.26970  0.00000  0.04194
SN: 20467        1 0.26990 0.27094 40.78176  0.16270  0.00000  0.01978
SN: 20528        1 0.13505 0.13575 38.88914  0.18560  0.00000  0.04262
SN: 20533        1 0.30147 0.30200 40.78348  0.16000  0.00000  0.03119
SN: 20545        1 0.18829 0.18946 39.77424  0.26430  0.00000  0.05884
SN: 2057         1 0.21110 0.21219 40.00653  0.19140  0.00000  0.03418
SN: 20575        1 0.19760 0.19873 39.65994  0.18930  0.00000  0.02084
SN: 20581        1 0.20358 0.20479 39.92268  0.15160  0.00000  0.01425
SN: 20721        1 0.21067 0.21178 40.22106  0.23790  0.00000  0.07753
SN: 20791        1 0.33554 0.33660 41.33854  0.13670  0.00000  0.05521
SN: 2081         1 0.25046 0.25166 40.71053  0.20840  0.00000  0.03073
SN: 20870        1 0.26646 0.26756 41.04375  0.24720  0.00000  0.04095
SN: 20882        1 0.31312 0.31420 41.27899  0.15840  0.00000  0.03348
SN: 20909        1 0.16123 0.16218 40.33848 166.15700  0.00000  0.01685
SN: 20971        1 0.29957 0.30050 41.13036  0.25300  0.00000  0.09230
SN: 21006        1 0.29038 0.29100 40.73124  0.15320  0.00000  0.02505
SN: 2102         1 0.09410 0.09510 38.18847  0.13840  0.00000  0.02980
SN: 21034        1 0.10762 0.10856 38.49602  0.21870  0.00000  0.03007
SN: 21042        1 0.31097 0.31200 40.81448  0.18100  0.00000  0.04057
SN: 21062        1 0.13745 0.13864 39.27937  0.25630  0.00000  0.03554
SN: 2149         1 0.29446 0.29553 41.23351  0.18130  0.00000  0.02851
SN: 21502        1 0.08794 0.08916 37.96854  0.14320  0.00000  0.01331
SN: 21510        1 0.14856 0.14972 39.08005  0.14090  0.00000  0.08600
SN: 2162         1 0.17161 0.17270 39.51707  0.15820  0.00000  0.01769
SN: 2165         1 0.28693 0.28800 41.00113  0.14920  0.00000  0.02272
SN: 21709        1 0.15786 0.15900 40.01973 231.32020  0.00000  0.05383
SN: 21810        1 0.17381 0.17500 39.46147  0.22960  0.00000  0.04762
SN: 22075        1 0.12913 0.13005 38.84996  0.16500  0.00000  0.02310
SN: 2246         1 0.19433 0.19490 39.81871  0.22270  0.00000  0.02751
SN: 2319         1 0.15923 0.15970 39.31642  0.15210  0.00000  0.01906
SN: 2330         1 0.21220 0.21337 40.52897  0.22950  0.00000  0.03579
SN: 2372         1 0.17977 0.18051 39.65180  0.15390  0.00000  0.01466
SN: 2422         1 0.26381 0.26500 40.69901  0.13850  0.00000  0.03808
SN: 2440         1 0.19040 0.19112 40.01181  0.12870  0.00000  0.02088
SN: 2532         1 0.26794 0.26888 40.91254  0.19870  0.00000  0.01776
SN: 2533         1 0.33911 0.34000 41.18187  0.13990  0.00000  0.03380
SN: 2561         1 0.11747 0.11812 38.68277  0.17300  0.00000  0.03437
SN: 2632         1 0.29534 0.29600 40.96460  0.18480  0.00000  0.03020
SN: 2635         1 0.14318 0.14370 39.15197  0.15830  0.00000  0.02030
SN: 2639         1 0.21514 0.21631 39.84054  0.26980  0.00000  0.01011
SN: 2689         1 0.16051 0.16149 39.27174  0.18380  0.00000  0.03906
SN: 2766         1 0.14941 0.14994 39.20874  0.14370  0.00000  0.01324
SN: 2789         1 0.28932 0.29055 40.85840  0.15750  0.00000  0.03271
SN: 2808         1 0.31355 0.31410 41.04653  0.15690  0.00000  0.04433
SN: 2855         1 0.24403 0.24511 40.32137  0.18690  0.00000  0.01023
SN: 2864         1 0.24290 0.24410 40.12537  0.19400  0.00000  0.02233
SN: 2871         1 0.29110 0.29224 41.10522  0.22680  0.00000  0.03924
SN: 2916         1 0.12316 0.12420 38.68598  0.23690  0.00000  0.04026
SN: 2926         1 0.30306 0.30424 40.99857  0.17570  0.00000  0.02950
SN: 2928         1 0.14904 0.15022 39.84168  4.40790  0.00000  0.02499
SN: 2929         1 0.11917 0.12032 40.07422 217.25620  0.00000  0.05952
SN: 2943         1 0.26433 0.26540 40.63016  0.17360  0.00000  0.01507
SN: 2992         1 0.12614 0.12660 38.70107  0.18610  0.00000  0.05399
SN: 3049         1 0.16553 0.16670 39.60913  0.16580  0.00000  0.02048
SN: 3077         1 0.24434 0.24550 39.96436  0.15820  0.00000  0.02911
SN: 3080         1 0.17338 0.17445 39.57382  0.11630  0.00000  0.01833
SN: 3087         1 0.16444 0.16548 39.38571  0.18330  0.00000  0.01875
SN: 3102         1 0.29410 0.29516 40.87815  0.30170  0.00000  0.17524
SN: 3150         1 0.33208 0.33327 41.39817  0.16410  0.00000  0.07022
SN: 3175         1 0.22047 0.22114 40.82688  0.19480  0.00000  0.02286
SN: 3180         1 0.24585 0.24701 40.34156  0.36020  0.00000  0.15387
SN: 3195         1 0.29885 0.30000 41.03153  0.17020  0.00000  0.04270
SN: 3199         1 0.24991 0.25110 40.76811  0.15410  0.00000  0.02052
SN: 3225         1 0.34093 0.34193 41.41166  0.14040  0.00000  0.08806
SN: 3241         1 0.25808 0.25908 40.60556  0.15030  0.00000  0.04154
SN: 3256         1 0.10708 0.10824 38.50766  0.20280  0.00000  0.03243
SN: 3317         1 0.16005 0.16101 39.27372  0.19540  0.00000  0.02933
SN: 3329         1 0.12194 0.12280 40.13523  7.05820  0.00000  0.06550
SN: 3331         1 0.21228 0.21313 40.11825  0.16320  0.00000  0.01465
SN: 3377         1 0.24460 0.24510 40.20995  0.14530  0.00000  0.01810
SN: 3451         1 0.24863 0.24983 40.33701  0.13200  0.00000  0.02113
SN: 3452         1 0.22999 0.23118 40.21904  0.14440  0.00000  0.01883
SN: 3488         1 0.15899 0.16000 39.35596  0.30010  0.00000  0.06808
SN: 3497         1 0.16552 0.16666 40.64508  0.37920  0.00000  0.10740
SN: 3535         1 0.30786 0.30854 41.12602  0.16000  0.00000  0.03722
SN: 3565         1 0.28857 0.28976 40.99293  0.15930  0.00000  0.04903
SN: 3592         1 0.08556 0.08662 37.91283  0.14420  0.00000  0.01700
SN: 3757         1 0.06919 0.07040 39.17621 336.96990  0.00000  0.12552
SN: 3877         1 0.10101 0.10220 38.78908 230.01100  0.00000  0.08528
SN: 3881         1 0.32661 0.32784 41.29878  0.14930  0.00000  0.04524
SN: 3892         1 0.34921 0.35027 41.47209  0.17640  0.00000  0.05498
SN: 3945         1 0.26076 0.26198 40.75768  0.25700  0.00000  0.02580
SN: 3975         1 0.39272 0.39364 41.89966  0.13870  0.00000  0.06486
SN: 4019         1 0.18012 0.18132 39.66556  0.19750  0.00000  0.04411
SN: 4028         1 0.34414 0.34528 41.55096  0.17420  0.00000  0.06179
SN: 4046         1 0.27578 0.27700 40.71306  0.17200  0.00000  0.02202
SN: 4059         1 0.30321 0.30370 40.93802  0.18970  0.00000  0.07084
SN: 4181         1 0.28836 0.28915 40.95989  0.17130  0.00000  0.04425
SN: 4236         1 0.34327 0.34446 41.05867  0.10500  0.00000  0.07057
SN: 4241         1 0.33088 0.33200 41.29049  0.14060  0.00000  0.04460
SN: 4281         1 0.17002 0.17088 39.54628  0.17710  0.00000  0.02043
SN: 4307         1 0.27108 0.27200 40.61756  0.17450  0.00000  0.02053
SN: 4311         1 0.29547 0.29635 40.85617  0.16440  0.00000  0.03775
SN: 4676         1 0.24405 0.24511 40.45010  0.14250  0.00000  0.01664
SN: 4679         1 0.33137 0.33240 41.23350  0.14360  0.00000  0.07008
SN: 5021         1 0.19901 0.19975 40.46480  0.25370  0.00000  0.02607
SN: 5103         1 0.16077 0.16198 39.29600  0.19730  0.00000  0.03059
SN: 5199         1 0.22075 0.22198 40.43812  0.23950  0.00000  0.04371
SN: 5235         1 0.25104 0.25225 40.46560  0.18230  0.00000  0.05118
SN: 5340         1 0.19277 0.19370 39.47943  0.18010  0.00000  0.01833
SN: 5350         1 0.17447 0.17540 39.51195  0.16990  0.00000  0.02279
SN: 5378         1 0.25031 0.25110 40.53395  0.12860  0.00000  0.04718
SN: 5391         1 0.30037 0.30090 40.95120  0.16870  0.00000  0.03408
SN: 5395         1 0.11642 0.11700 38.72260  0.17560  0.00000  0.01650
SN: 5473         1 0.27593 0.27715 40.86327  0.16270  0.00000  0.02654
SN: 5486         1 0.22843 0.22961 40.40720  0.19120  0.00000  0.02977
SN: 5533         1 0.21907 0.22023 40.22867  0.17280  0.00000  0.01759
SN: 5549         1 0.12006 0.12124 38.68391  0.19650  0.00000  0.02498
SN: 5550         1 0.15509 0.15627 39.21399  0.15490  0.00000  0.02564
SN: 5635         1 0.17860 0.17979 40.06809  0.17800  0.00000  0.01832
SN: 5702         1 0.19139 0.19251 39.91269  0.20520  0.00000  0.02171
SN: 5717         1 0.25063 0.25170 40.61141  0.15040  0.00000  0.01472
SN: 5736         1 0.25199 0.25300 40.50029  0.14170  0.00000  0.02217
SN: 5751         1 0.12948 0.13061 38.86390  0.20110  0.00000  0.05564
SN: 5785         1 0.14688 0.14804 38.85358  0.20940  0.00000  0.06565
SN: 5802         1 0.29955 0.30071 40.89926  0.15700  0.00000  0.03489
SN: 5803         1 0.28571 0.28692 40.95727  0.18970  0.00000  0.02255
SN: 5844         1 0.30965 0.31080 41.10184  0.19920  0.00000  0.03273
SN: 5866         1 0.08141 0.08237 37.62899  0.22070  0.00000  0.06394
SN: 5879         1 0.15235 0.15324 39.88465 259.59890  0.00000  0.08991
SN: 5890         1 0.17881 0.18000 39.89432  0.14790  0.00000  0.01615
SN: 5920         1 0.08067 0.08165 39.56218 48.56050  0.00000  0.12743
SN: 5943         1 0.23188 0.23267 41.14064 228.75150  0.00000  0.02226
SN: 5957         1 0.27951 0.28035 40.82157  0.11740  0.00000  0.02413
SN: 5959         1 0.20695 0.20773 40.08732  0.11850  0.00000  0.01293
SN: 5963         1 0.23583 0.23696 40.24208  0.13860  0.00000  0.01025
SN: 5994         1 0.18600 0.18700 39.83169  0.15190  0.00000  0.01785
SN: 5999         1 0.13215 0.13293 41.01132 189.08430  0.00000  0.08668
SN: 6057         1 0.06653 0.06706 37.19948  0.25810  0.00000  0.08259
SN: 6108         1 0.25831 0.25950 40.63953  0.17370  0.00000  0.02892
SN: 6137         1 0.29916 0.30010 41.04947  0.17310  0.00000  0.03878
SN: 6192         1 0.27125 0.27249 40.76908  0.17910  0.00000  0.04502
SN: 6196         1 0.28014 0.28134 40.60922  0.19880  0.00000  0.04313
SN: 6225         1 0.33643 0.33763 41.49891  0.13570  0.00000  0.05523
SN: 6249         1 0.29388 0.29507 40.95602  0.16360  0.00000  0.03563
SN: 6274         1 0.20649 0.20735 40.61742 236.00160  0.00000  0.04153
SN: 6315         1 0.26602 0.26700 40.42852  0.12900  0.00000  0.03318
SN: 6326         1 0.22181 0.22280 40.25515  0.21240  0.00000  0.01302
SN: 6406         1 0.12384 0.12449 38.77007  0.13480  0.00000  0.01262
SN: 6422         1 0.18521 0.18643 39.73399  0.13520  0.00000  0.02434
SN: 6479         1 0.23350 0.23459 40.20831  0.16850  0.00000  0.02132
SN: 6491         1 0.10914 0.11022 39.66796 208.21890  0.00000  0.05672
SN: 6530         1 0.19371 0.19481 39.86411  0.13690  0.00000  0.01234
SN: 6556         1 0.25714 0.25830 40.30227  0.17600  0.00000  0.06477
SN: 6649         1 0.31315 0.31400 41.00591  0.16610  0.00000  0.02999
SN: 6699         1 0.31004 0.31115 41.18233  0.15950  0.00000  0.03641
SN: 6773         1 0.08940 0.09030 37.85828  0.16020  0.00000  0.02033
SN: 6780         1 0.20291 0.20406 39.92625  0.14350  0.00000  0.01724
SN: 6851         1 0.30436 0.30489 40.96899  0.15060  0.00000  0.03257
SN: 6924         1 0.32679 0.32800 41.03847  0.12000  0.00000  0.03534
SN: 6933         1 0.21187 0.21300 39.95555  0.16210  0.00000  0.01180
SN: 6936         1 0.17909 0.18020 39.78169  0.13560  0.00000  0.02779
SN: 694          1 0.12623 0.12740 38.54306  0.20450  0.00000  0.07860
SN: 6962         1 0.09346 0.09423 38.19252  0.11260  0.00000  0.01806
SN: 703          1 0.29686 0.29806 40.81662  0.17550  0.00000  0.02933
SN: 7099         1 0.21766 0.21888 40.01490  0.13160  0.00000  0.02197
SN: 7102         1 0.19530 0.19642 39.97862  0.13050  0.00000  0.01564
SN: 7121         1 0.25345 0.25450 40.72704  0.17600  0.00000  0.01098
SN: 7143         1 0.30391 0.30514 41.19607  0.13200  0.00000  0.05945
SN: 7147         1 0.10900 0.11023 38.47818  0.11950  0.00000  0.01691
SN: 7243         1 0.20344 0.20460 39.99875  0.18350  0.00000  0.01387
SN: 7258         1 0.25341 0.25450 40.87787  0.35300  0.00000  0.01407
SN: 7335         1 0.19582 0.19689 40.00537  0.18090  0.00000  0.03214
SN: 7363         1 0.17937 0.18043 39.74977  0.21600  0.00000  0.05003
SN: 7373         1 0.27887 0.28010 40.85584  0.14980  0.00000  0.03461
SN: 744          1 0.12711 0.12828 38.89823  0.17740  0.00000  0.03840
SN: 7444         1 0.24945 0.25040 40.70999  0.19660  0.00000  0.01671
SN: 7473         1 0.21482 0.21600 40.16716  0.14230  0.00000  0.01151
SN: 7475         1 0.32082 0.32200 41.06132  0.11580  0.00000  0.04269
SN: 7512         1 0.21846 0.21900 40.25357  0.18090  0.00000  0.01243
SN: 7600         1 0.18686 0.18809 39.72352  0.16190  0.00000  0.03196
SN: 762          1 0.19030 0.19138 39.95596  0.13910  0.00000  0.01699
SN: 7647         1 0.38546 0.38668 41.70253  0.13160  0.00000  0.06185
SN: 779          1 0.23716 0.23812 40.26225  0.17690  0.00000  0.01765
SN: 7824         1 0.28587 0.28710 40.93061  0.17190  0.00000  0.02732
SN: 7847         1 0.21195 0.21282 40.04192  0.17640  0.00000  0.03023
SN: 7876         1 0.07498 0.07603 37.57946  0.17370  0.00000  0.01988
SN: 7882         1 0.33506 0.33614 41.06159  0.11900  0.00000  0.03796
SN: 7954         1 0.25411 0.25530 40.45147  0.23850  0.00000  0.03806
SN: 8110         1 0.11852 0.11975 39.50462 179.19450  0.00000  0.02002
SN: 8213         1 0.18497 0.18618 39.66030  0.20380  0.00000  0.05620
SN: 8216         1 0.29014 0.29131 40.97144  0.21840  0.00000  0.07878
SN: 822          1 0.23688 0.23763 40.44723  0.18910  0.00000  0.01506
SN: 841          1 0.29850 0.29910 40.99637  0.18840  0.00000  0.02785
SN: 8412         1 0.23306 0.23400 40.17320  0.14940  0.00000  0.06851
SN: 8495         1 0.21377 0.21497 40.13416  0.14840  0.00000  0.01758
SN: 859          1 0.27711 0.27834 40.50503  0.16370  0.00000  0.03179
SN: 8719         1 0.11641 0.11757 38.74347  0.11150  0.00000  0.02263
SN: 8742         1 0.21426 0.21539 40.43343  0.21080  0.00000  0.01868
SN: 8750         1 0.07598 0.07713 38.33662 186.77940  0.00000  0.04060
SN: 8921         1 0.14428 0.14541 39.18493  0.14560  0.00000  0.02787
SN: 893          1 0.10896 0.11013 39.74547 218.55290  0.00000  0.05682
SN: 9032         1 0.25279 0.25400 40.51326  0.19450  0.00000  0.01322
SN: 9051         1 0.17218 0.17336 39.32550  0.14470  0.00000  0.01229
SN: 9109         1 0.28067 0.28164 40.69670  0.15030  0.00000  0.02489
SN: 911          1 0.20648 0.20726 40.05951  0.27760  0.00000  0.10270
SN: 9133         1 0.26632 0.26739 40.86066  0.39250  0.00000  0.09324
SN: 9326         1 0.28981 0.29104 41.36577  0.24280  0.00000  0.05312
SN: 9457         1 0.25706 0.25826 40.60351  0.18310  0.00000  0.01897
SN: 9467         1 0.21914 0.22030 40.29551  0.16730  0.00000  0.02085
SN: 9632         1 0.36413 0.36505 41.37988  0.18200  0.00000  0.07503
SN: 9725         1 0.17332 0.17443 41.05261 233.37380  0.00000  0.02495
SN: PS0909010   15 0.27000 0.27100 40.67438  0.21200  0.00000  0.01527
SN: PS0910017   15 0.32000 0.32107 40.91222  0.20720  0.00000  0.01968
SN: PS0910021   15 0.25600 0.25647 40.33415  0.19800  0.00000  0.01724
SN: PSc000006   15 0.23060 0.23090 40.33081  0.20890  0.00000  0.05094
SN: PSc000010   15 0.24570 0.24450 40.50705  0.15920  0.00000  0.01655
SN: PSc000011   15 0.38120 0.38000 41.72701  0.16380  0.00000  0.05287
SN: PSc000014   15 0.13610 0.13690 39.03021  0.14240  0.00000  0.03740
SN: PSc000038   15 0.15050 0.15130 39.25525  0.15130  0.00000  0.01930
SN: PSc000063   15 0.54430 0.54342 42.44460  0.11760  0.00000  0.02381
SN: PSc000069   15 0.33660 0.33579 41.27461  0.13270  0.00000  0.01566
SN: PSc000076   15 0.26030 0.25970 41.87103 178.12670  0.00000  0.01583
SN: PSc000077   15 0.50710 0.50650 42.65574  0.14960  0.00000  0.01191
SN: PSc000080   15 0.45180 0.45120 42.14749  0.10710  0.00000  0.01178
SN: PSc000086   15 0.46050 0.45965 42.33938  0.14290  0.00000  0.03006
SN: PSc000090   15 0.36810 0.36728 41.63603  0.15290  0.00000  0.03338
SN: PSc000095   15 0.33090 0.33030 41.37256  0.13150  0.00000  0.01982
SN: PSc000102   15 0.24000 0.23915 40.04629  0.12620  0.00000  0.01289
SN: PSc000142   15 0.43650 0.43600 42.15006  0.14690  0.00000  0.01566
SN: PSc000150   15 0.20720 0.20670 40.12662  0.11160  0.00000  0.02381
SN: PSc000156   15 0.43860 0.43810 41.84775  0.12150  0.00000  0.02131
SN: PSc000174   15 0.24490 0.24430 40.43223  0.17860  0.00000  0.04184
SN: PSc000190   15 0.10230 0.10110 38.58848  0.16150  0.00000  0.02171
SN: PSc000196   15 0.35030 0.34910 41.31285  0.14560  0.00000  0.01388
SN: PSc000199   15 0.37120 0.37000 41.50019  0.09650  0.00000  0.03990
SN: PSc000200   15 0.43180 0.43060 41.95101  0.17950  0.00000  0.02649
SN: PSc000202   15 0.61920 0.61800 42.80533  0.09380  0.00000  0.03706
SN: PSc000210   15 0.61150 0.61040 43.00099  0.11010  0.00000  0.03223
SN: PSc000215   15 0.46610 0.46490 42.15795  0.09850  0.00000  0.02736
SN: PSc000220   15 0.21960 0.21840 40.18255  0.10790  0.00000  0.01928
SN: PSc000225   15 0.41540 0.41458 42.28021  0.16450  0.00000  0.01478
SN: PSc000227   15 0.49740 0.49690 42.55085  0.18980  0.00000  0.03455
SN: PSc000236   15 0.19590 0.19530 39.84965  0.11180  0.00000  0.01415
SN: PSc000254   15 0.22600 0.22530 41.50312 237.06730  0.00000  0.05903
SN: PSc000260   15 0.56110 0.56040 42.45891  0.12350  0.00000  0.05332
SN: PSc000268   15 0.64040 0.63980 43.08648  0.10120  0.00000  0.03891
SN: PSc000345   15 0.34270 0.34220 41.33783  0.11680  0.00000  0.01648
SN: PSc000349   15 0.48180 0.48120 42.03608  0.15600  0.00000  0.04171
SN: PSc000353   15 0.26840 0.26754 40.22322  0.20930  0.00000  0.06107
SN: PSc000420   15 0.31120 0.31000 41.06008  0.14610  0.00000  0.01392
SN: PSc000552   15 0.33320 0.33200 41.19056  0.12210  0.00000  0.02166
SN: PSc010009   15 0.14320 0.14210 39.27127  0.18810  0.00000  0.05987
SN: PSc010010   15 0.09940 0.09820 38.56710  0.17310  0.00000  0.02631
SN: PSc010014   15 0.21610 0.21490 40.25133  0.12470  0.00000  0.01560
SN: PSc010024   15 0.41990 0.41930 41.94635  0.16080  0.00000  0.01470
SN: PSc010029   15 0.41440 0.41369 41.97776  0.19240  0.00000  0.01892
SN: PSc010055   15 0.30360 0.30240 40.94108  0.17970  0.00000  0.03339
