VARNAMES: CID HOSTGAL_LOGMASS
SN: PSc120755 8.346
SN: PSc120758 10.323
SN: PSc120762 10.028
SN: PSc130001 10.98
SN: PSc130011 10.725
SN: PSc130015 9.574
SN: PSc130021 10.185
SN: PSc130030 -9
SN: PSc130037 8.041
SN: PSc130041 8.474
SN: PSc130051 -9
SN: PSc130054 10.895
SN: PSc130056 9.157
SN: PSc130096 -9
SN: PSc130108 11.256
SN: PSc130109 8.681
SN: PSc130119 10.913
SN: PSc130127 9.777
SN: PSc130134 8.065
SN: PSc130141 10.248
SN: PSc130143 8.435
SN: PSc130145 9.703
SN: PSc130150 10.905
SN: PSc130173 11.073
SN: PSc130181 10.049
SN: PSc130182 9.407
SN: PSc130187 9.146
SN: PSc130191 10.789
SN: PSc130195 10.424
SN: PSc130197 10.651
SN: PSc130199 10.29
SN: PSc130204 10.762
SN: PSc130223 10.394
SN: PSc130228 8.843
SN: PSc130239 10.609
SN: PSc130283 10.641
SN: PSc130292 10.548
SN: PSc130303 9.418
SN: PSc130308 10.379
SN: PSc130309 10.695
SN: PSc130314 -9
SN: PSc130324 10.271
SN: PSc130327 10.169
SN: PSc130347 -9
SN: PSc130350 10.868
SN: PSc130352 10.201
SN: PSc130361 8.488
SN: PSc130364 10.6
SN: PSc130367 10.352
SN: PSc130371 9.574
SN: PSc130373 10.864
SN: PSc130376 -9
SN: PSc130385 9.186
SN: PSc130391 9.769
SN: PSc130392 9.112
SN: PSc130393 10.149
SN: PSc130394 10.512
SN: PSc130397 -9
SN: PSc130414 -9
SN: PSc130416 9.445
SN: PSc130420 8.533
SN: PSc130431 9.525
SN: PSc130434 9.902
SN: PSc130436 9.051
SN: PSc130440 9.585
SN: PSc130445 10.438
SN: PSc130446 9.653
SN: PSc130451 8.283
SN: PSc130455 9.198
SN: PSc130456 9.585
SN: PSc130466 10.971
SN: PSc130478 8.633
SN: PSc130480 10.886
SN: PSc130485 9.817
SN: PSc130490 11.794
SN: PSc130493 -9
SN: PSc130496 -9
SN: PSc130502 -9
SN: PSc130508 10.176
SN: PSc130514 9.867
SN: PSc130527 10.485
SN: PSc130538 9.27
SN: PSc130541 10.969
SN: PSc130545 10.245
SN: PSc130593 9.489
SN: PSc130594 10.704
SN: PSc130595 -9
SN: PSc130601 9.681
SN: PSc130609 9.991
SN: PSc130610 11.06
SN: PSc130621 10.662
SN: PSc130650 9.294
SN: PSc130651 9.195
SN: PSc130652 10.642
SN: PSc130659 10.885
SN: PSc130667 9.61
SN: PSc130684 10.655
SN: PSc130687 8.432
SN: PSc130697 10.963
SN: PSc130713 9.197
SN: PSc130720 10.054
SN: PSc130721 9.978
SN: PSc130724 8.77
SN: PSc130725 8.486
SN: PSc130727 9.134
SN: PSc130728 9.565
SN: PSc130732 10.899
SN: PSc130733 11.107
SN: PSc130734 -9
SN: PSc130736 -9
SN: PSc130737 10.222
SN: PSc130746 10.751
SN: PSc130752 8.555
SN: PSc130753 9.027
SN: PSc130755 8.748
SN: PSc130756 10.322
SN: PSc130758 8.593
SN: PSc130759 -9
SN: PSc130768 9.352
SN: PSc130785 9.786
SN: PSc130788 9.866
SN: PSc130790 10.471
SN: PSc130792 -9
SN: PSc130793 9.142
SN: PSc130798 10.439
SN: PSc130816 8.201
SN: PSc130819 10.29
SN: PSc130821 8.87
SN: PSc130826 8.827
SN: PSc130839 -9
SN: PSc130842 11.111
SN: PSc130846 9.888
SN: PSc130851 11.872
SN: PSc130852 -9
SN: PSc130854 9.304
SN: PSc130862 9.471
SN: PSc130877 9.645
SN: PSc130880 10.906
SN: PSc130884 8.838
SN: PSc130909 9.872
SN: PSc130913 9.493
SN: PSc130914 9.624
SN: PSc130916 10.004
SN: PSc130924 10.519
SN: PSc130929 8.82
SN: PSc130932 8.596
SN: PSc130942 9.114
SN: PSc130943 9.965
SN: PSc130945 10.655
SN: PSc130954 10.256
SN: PSc130956 8.396
SN: PSc130997 10.785
SN: PSc131014 10.746
SN: PSc131015 8.3
SN: PSc131021 9.316
SN: PSc131031 9.124
SN: PSc131033 9.841
SN: PSc131047 10.478
SN: PSc131084 10.589
SN: PSc131085 8.491
SN: PSc131086 9.402
SN: PSc131087 10.446
SN: PSc131089 10.06
SN: PSc131091 10.287
SN: PSc131094 10.064
SN: PSc140026 10.525
SN: PSc140051 7.812
SN: PSc140085 9.364
SN: PSc140089 9.944
SN: PSc140092 10.517
SN: PSc140094 10.495
SN: PSc140103 9.387
SN: PSc140104 9.431
SN: PSc140105 9.935
SN: PSc140107 10.135
SN: PSc140112 10.496
SN: PSc140120 8.39
SN: PSc140121 9.538
SN: PSc140122 10.474
SN: PSc140123 9.845
SN: PSc140124 9.367
SN: PSc140126 9.762
SN: PSc140131 8.591
SN: PSc140133 9.028
SN: PSc140149 -9
SN: PSc140152 7.695
SN: PSc140153 9.596
SN: PSc140159 10.683
SN: PSc140161 9.112
SN: PSc140164 9.747
SN: PSc140167 10.077
SN: PSc140168 7.421
SN: PSc140171 8.615
SN: PSc140173 7.556
SN: PSc140175 9.981
SN: PSc140177 10.875
SN: PSc140180 10.553
SN: PSc140181 9.997
SN: PSc140182 10.29
SN: PSc140190 9.272
SN: PSc140193 10.962
SN: PSc140197 10.759
SN: PSc140198 10.876
SN: PSc140199 9.564
SN: PSc140205 -9
SN: PSc140206 9.562
SN: PSc140210 10.231
SN: PSc140213 -9
SN: PSc140214 10.57
SN: PSc140215 10.712
SN: PSc140220 -9
SN: PSc140221 9.9
SN: PSc140222 9.917
SN: PSc140224 10.166
SN: PSc140225 11.197
SN: PSc140226 8.058
SN: PSc140229 9.231
SN: PSc140234 10.268
SN: PSc140240 8.295
SN: PSc140258 9.677
SN: PSc140268 9.032
SN: PSc140269 10.421
SN: PSc140276 10.915
SN: PSc140277 9.375
SN: PSc140285 9.172
SN: PSc140286 8.285
SN: PSc140290 9.609
SN: PSc140293 9.112
SN: PSc140297 8.494
SN: PSc140299 8.84
SN: PSc140311 10.306
SN: PSc140312 10.637
SN: PSc140318 9.544
SN: PSc140319 8.65
SN: PSc140320 9.597
SN: PSc140325 11.089
SN: PSc140328 9.475
SN: PSc140346 10.77
SN: PSc140352 12.016
SN: PSc140354 -9
SN: PSc140357 9.4
SN: PSc140361 10.42
SN: PSc140367 8.098
SN: PSc140371 9.281
SN: PSc140372 -9
SN: PSc140373 8.1
SN: PSc140375 8.942
SN: PSc140382 9.696
SN: PSc140384 10.862
SN: PSc140387 8.873
SN: PSc140389 8.887
SN: PSc140390 10.681
SN: PSc140396 10.839
SN: PSc140402 7.984
SN: PSc140405 7.547
SN: PSc140408 9.936
SN: PSc140414 10.988
SN: PSc140415 8.415
SN: PSc140418 10.266
SN: PSc140419 9.878
SN: PSc140420 10.49
SN: PSc150007 9.449
SN: PSc150009 10.45
SN: PSc150010 9.899
SN: PSc150012 10.147
SN: PSc150019 8.903
SN: PSc150020 9.668
SN: PSc150022 9.494
SN: PSc150027 10.654
SN: PSc150040 10.514
SN: PSc150041 9.142
SN: PSc150044 7.787
SN: PSc150045 -9
SN: PSc150053 10.453
SN: PSc150058 8.827
SN: PSc150059 11.184
SN: PSc150063 10.616
SN: PSc150073 10.824
SN: PSc150077 8.719
SN: PSc150132 9.192
SN: PSc150141 9.281
SN: PSc150145 10.212
SN: PSc150150 10.998
SN: PSc150170 10.895
SN: PSc150181 8.937
SN: PSc150185 8.933
SN: PSc150186 9.68
SN: PSc150195 10.637
SN: PSc150196 10.294
SN: PSc150198 7.542
SN: PSc150204 7.618
SN: PSc150206 9.885
SN: PSc150210 10.596
SN: PSc150212 11.116
SN: PSc150217 11.138
SN: PSc150218 10.407
SN: PSc150220 6.213
SN: PSc150221 10.693
SN: PSc150222 10.487
SN: PSc150226 9.27
SN: PSc150234 10.27
SN: PSc150235 11.427
SN: PSc150236 10.112
SN: PSc150243 9.12
SN: PSc150244 11.185
SN: PSc150249 8.217
SN: PSc150252 11.075
SN: PSc150254 8.767
SN: PSc150258 -9
SN: PSc150259 10.588
SN: PSc150262 -9
SN: PSc150266 -9
SN: PSc150267 8.89
SN: PSc150273 10.87
SN: PSc150274 9.31
SN: PSc150276 10.197
SN: PSc150285 9.156
SN: PSc150294 8.733
SN: PSc150295 10.309
SN: PSc150296 10.545
SN: PSc150300 10.884
SN: PSc150310 10.748
SN: PSc150314 10.486
SN: PSc150323 8.999
SN: PSc150347 10.461
SN: PSc150348 11.022
SN: PSc150352 -9
SN: PSc150360 10.252
SN: PSc150364 10.323
SN: PSc150365 10.763
SN: PSc150371 8.406
SN: PSc150379 10.119
SN: PSc150381 9.513
SN: PSc150382 8.233
SN: PSc150387 10.175
SN: PSc150388 10.189
SN: PSc150390 10.208
SN: PSc150403 10.571
SN: PSc150404 10.804
SN: PSc150412 8.866
SN: PSc150416 8.768
SN: PSc150419 8.381
SN: PSc150421 8.985
SN: PSc150423 9.588
SN: PSc150430 11.192
SN: PSc150437 10.78
SN: PSc150442 10.534
SN: PSc150443 9.176
SN: PSc150446 11.266
SN: PSc150455 10.536
SN: PSc150456 9.414
SN: PSc150457 10.971
SN: PSc150469 10.442
SN: PSc150471 10.602
SN: PSc150475 10.005
SN: PSc150483 7.854
SN: PSc150484 -9
SN: PSc150492 10.831
SN: PSc150495 7.977
SN: PSc150500 9.997
SN: PSc150507 9.137
SN: PSc150509 10.335
SN: PSc150512 9.458
SN: PSc150513 8.42
SN: PSc150515 9.329
SN: PSc150520 9.954
SN: PSc150522 10.271
SN: PSc150524 10.582
SN: PSc150526 9.161
SN: PSc150527 10.546
SN: PSc150528 9.394
SN: PSc150530 8.667
SN: PSc150533 9.031
SN: PSc150534 9.838
SN: PSc150540 -9
SN: PSc150564 10.166
SN: PSc150569 9.348
SN: PSc150570 9.911
SN: PSc150573 9.206
SN: PSc150576 10.173
SN: PSc150582 9.873
SN: PSc150590 11.068
SN: PSc150592 9.218
SN: PSc150596 10.635
SN: PSc150600 10.796
SN: PSc150602 8.829
SN: PSc150604 10.815
SN: PSc150607 9.825
SN: PSc150623 9.8
SN: PSc150632 10.452
SN: PSc150650 11.443
SN: PSc150652 9.726
SN: PSc150656 -9
SN: PSc150657 -9
SN: PSc150665 -9
SN: PSc150677 10.608
SN: PSc150680 9.312
SN: PSc150682 10.404
SN: PSc150686 9.078
SN: PSc150692 9.982
SN: PSc150696 9.457
SN: PSc150704 10.512
SN: PSc150707 9.249
SN: PSc150709 9.409
SN: PSc150713 7.776
SN: PSc150735 9.384
SN: PSc150740 9.814
SN: PSc150741 -9
SN: PSc150999 10.19
SN: PSc151001 9.474
SN: PSc151005 9.653
SN: PSc151033 11.003
SN: PSc151034 -9
SN: PSc151040 10.682
SN: PSc151054 9.669
SN: PSc151067 10.833
SN: PSc151069 10.724
SN: PSc151075 -9
SN: PSc151078 8.082
SN: PSc151079 -9
SN: PSc151095 10.59
SN: PSc151121 9.418
SN: PSc151124 9.203
SN: PSc151194 8.912
SN: PSc151217 -9
SN: PSc151251 -9
SN: PSc151256 -9
SN: PSc151375 -9
SN: PSc151377 9.685
SN: PSc151380 9.561
SN: PSc151382 9.742
SN: PSc151383 5.974
SN: PSc151387 11.393
SN: PSc151393 9.595
SN: PSc151419 9.649
SN: PSc151425 10.152
SN: PSc151492 9.682
SN: PSc151558 -9
SN: PSc151620 10.454
SN: PSc151746 7.831
SN: PSc151759 8.456
SN: PSc151764 8.64
SN: PSc151769 8.774
SN: PSc151771 10.987
SN: PSc151783 10.034
SN: PSc151794 10.658
SN: PSc151801 8.624
SN: PSc151810 10.464
SN: PSc160016 10.091
SN: PSc160017 9.767
SN: PSc160020 9.233
SN: PSc160021 9.439
SN: PSc160023 10.365
SN: PSc160028 10.527
SN: PSc160032 8.283
SN: PSc160033 9.778
SN: PSc160039 -9
SN: PSc160040 10.239
SN: PSc160042 8.217
SN: PSc160045 7.837
SN: PSc160046 10.548
SN: PSc160047 -9
SN: PSc160051 10.961
SN: PSc160054 8.776
SN: PSc160056 8.634
SN: PSc160059 11.068
SN: PSc160060 10.529
SN: PSc160063 9.182
SN: PSc160066 8.044
SN: PSc160068 11.073
SN: PSc160069 8.827
SN: PSc160070 10.61
SN: PSc160071 9.506
SN: PSc160072 9.372
SN: PSc160079 9.706
SN: PSc160080 11.13
SN: PSc160082 9.299
SN: PSc160083 9.772
SN: PSc160089 11.075
SN: PSc160090 8.577
SN: PSc160091 9.847
SN: PSc160098 11.016
SN: PSc160099 6.331
SN: PSc160106 9.753
SN: PSc160126 10.314
SN: PSc160132 -9
SN: PSc160134 9.753
SN: PSc160146 8.569
SN: PSc160154 10.437
SN: PSc160155 -9
SN: PSc160156 11.139
SN: PSc160160 10.694
SN: PSc160167 11.155
SN: PSc160168 9.94
SN: PSc160169 11.596
SN: PSc160172 9.987
SN: PSc160175 9.141
SN: PSc160181 8.318
SN: PSc160182 7.972
SN: PSc160183 11.142
SN: PSc160195 10.214
SN: PSc160197 9.768
SN: PSc160198 8.541
SN: PSc160200 10.455
SN: PSc160202 8.955
SN: PSc160206 10.227
SN: PSc160209 9.384
SN: PSc160212 9.41
SN: PSc160214 10.538
SN: PSc160221 11.006
SN: PSc160222 11.196
SN: PSc160223 10.478
SN: PSc160225 9.301
SN: PSc160227 10.589
SN: PSc160231 8.855
SN: PSc160233 9.062
SN: PSc160253 9.806
SN: PSc160255 9.685
SN: PSc160258 10.727
SN: PSc160261 8.7
SN: PSc160262 10.078
SN: PSc160264 9.631
SN: PSc160266 10.252
SN: PSc160272 10.238
SN: PSc160278 8.258
SN: PSc160280 10.166
SN: PSc160282 10.994
SN: PSc160285 9.762
SN: PSc160287 11.138
SN: PSc160290 8.055
SN: PSc160298 10.452
SN: PSc160300 9.596
SN: PSc160301 10.6
SN: PSc160308 9.251
SN: PSc160310 9.977
SN: PSc170018 9.654
SN: PSc170023 9.006
SN: PSc170024 10.445
SN: PSc170031 9.291
SN: PSc170044 9.596
SN: PSc170048 9.127
SN: PSc170051 9.545
SN: PSc170053 9.912
SN: PSc170055 8.739
SN: PSc170060 10.28
SN: PSc170064 -9
SN: PSc170076 11.39
SN: PSc170078 9.599
SN: PSc170083 9.882
SN: PSc170103 10.265
SN: PSc170106 10.82
SN: PSc170114 10.394
SN: PSc170118 9.913
SN: PSc170157 9.077
SN: PSc170175 10.937
SN: PSc170178 10.512
SN: PSc170190 10.949
SN: PSc170191 9.277
SN: PSc170193 10.644
SN: PSc170194 11.132
SN: PSc170198 9.596
SN: PSc170205 9.04
SN: PSc170206 8.376
SN: PSc170209 5.373
SN: PSc170228 10.295
SN: PSc170230 10.061
SN: PSc170233 11.021
SN: PSc170234 10.893
SN: PSc170240 10.118
SN: PSc170251 8.308
SN: PSc170254 9.527
SN: PSc170255 10.092
SN: PSc170275 9.976
SN: PSc170276 10.619
SN: PSc170283 8.875
SN: PSc170285 10.694
SN: PSc170287 9.403
SN: PSc170303 10.446
SN: PSc170324 9.085
SN: PSc170329 8.904
SN: PSc170333 10.288
SN: PSc170349 10.699
SN: PSc170351 10.872
SN: PSc170363 10.482
SN: PSc170365 10.097
SN: PSc170386 9.369
SN: PSc170400 10.917
SN: PSc170409 9.819
SN: PSc170410 6.426
SN: PSc170412 9.96
SN: PSc170424 8.372
SN: PSc170428 9.439
SN: PSc170451 9.672
SN: PSc170457 10.338
SN: PSc170465 10.373
SN: PSc170482 9.716
SN: PSc170520 10.917
SN: PSc170532 10.004
SN: PSc170539 9.114
SN: PSc170540 9.698
SN: PSc170552 10.963
SN: PSc170556 10.113
SN: PSc170558 9.733
SN: PSc180006 9.537
SN: PSc180016 8.86
SN: PSc180017 8.846
SN: PSc180018 11.267
SN: PSc180021 10.188
SN: PSc180025 9.317
SN: PSc180033 8.253
SN: PSc180050 9.577
SN: PSc180053 8.511
SN: PSc180060 10.363
SN: PSc180074 8.672
SN: PSc180077 9.029
SN: PSc180079 10.64
SN: PSc180083 11.677
SN: PSc180090 8.618
SN: PSc180100 10.229
SN: PSc180111 8.925
SN: PSc180112 10.503
SN: PSc180119 -9
SN: PSc180127 10.487
SN: PSc180133 8.348
SN: PSc180134 11.047
SN: PSc180135 10.028
SN: PSc180157 10.097
SN: PSc180166 10.603
SN: PSc180168 8.296
SN: PSc180174 8.764
SN: PSc180194 9.136
SN: PSc180197 9.564
SN: PSc180208 9.39
SN: PSc180213 9.258
SN: PSc180214 11.159
SN: PSc180225 9.414
SN: PSc180239 9.57
SN: PSc180255 9.294
SN: PSc180265 8.852
SN: PSc180277 10.857
SN: PSc180279 8.851
SN: PSc180288 -9
SN: PSc180289 11.384
SN: PSc180297 10.218
SN: PSc180301 -9
SN: PSc180307 8.726
SN: PSc180313 -9
SN: PSc180314 10.101
SN: PSc180315 9.714
SN: PSc180320 10.939
SN: PSc180323 10.386
SN: PSc180329 10.094
SN: PSc180344 9.765
SN: PSc180362 10.444
SN: PSc180372 9.127
SN: PSc180376 10.426
SN: PSc180378 8.888
SN: PSc180400 9.286
SN: PSc180417 11.027
SN: PSc180418 8.716
SN: PSc180424 10.782
SN: PSc180426 10.321
SN: PSc180431 10.261
SN: PSc180475 10.681
SN: PSc180476 10.245
SN: PSc180481 8.294
SN: PSc180499 9.554
SN: PSc180502 8.64
SN: PSc180503 11.177
SN: PSc180523 9.248
SN: PSc180538 10.4
SN: PSc180546 10.275
SN: PSc180549 10.548
SN: PSc180551 10.958
SN: PSc180554 8.246
SN: PSc180555 10.757
SN: PSc180561 7.891
SN: PSc190001 10.787
SN: PSc190024 10.602
SN: PSc190041 8.277
SN: PSc190049 10.759
SN: PSc190050 11.112
SN: PSc190060 10.069
SN: PSc190062 8.945
SN: PSc190072 11.022
SN: PSc190073 11.139
SN: PSc190074 9.052
SN: PSc190084 -9
SN: PSc190087 8.669
SN: PSc190094 10.556
SN: PSc190111 10.736
SN: PSc190112 10.391
SN: PSc190121 9.126
SN: PSc190133 9.171
SN: PSc190135 8.829
SN: PSc190142 10.711
SN: PSc190151 9.619
SN: PSc190165 9.324
SN: PSc190169 9.133
SN: PSc190171 9.594
SN: PSc190186 9.002
SN: PSc190209 11.247
SN: PSc190215 10.368
SN: PSc190219 8.743
SN: PSc190221 10.622
SN: PSc190224 10.663
SN: PSc190228 9.929
SN: PSc190230 10.411
SN: PSc190233 9.652
SN: PSc190234 10.113
SN: PSc190237 10.388
SN: PSc190241 9.749
SN: PSc190250 10.478
SN: PSc190252 10.718
SN: PSc190256 10.524
SN: PSc190260 10.426
SN: PSc190265 9.812
SN: PSc190266 10.207
SN: PSc190267 10.432
SN: PSc190268 11.156
SN: PSc190269 9.591
SN: PSc190271 9.003
SN: PSc190275 9.934
SN: PSc190276 8.043
SN: PSc190288 9.556
SN: PSc190292 10.316
SN: PSc190297 10.352
SN: PSc190299 9.498
SN: PSc190305 -9
SN: PSc190311 9.901
SN: PSc190313 11.234
SN: PSc190315 10.132
SN: PSc190319 9.423
SN: PSc190324 9.139
SN: PSc190327 11.438
SN: PSc190340 10.284
SN: PSc190345 10.629
SN: PSc190364 9.284
SN: PSc190369 8.526
SN: PSc190372 -9
SN: PSc190378 9.568
SN: PSc190381 9.082
SN: PSc190382 11.462
SN: PSc190383 8.774
SN: PSc190386 10.657
SN: PSc190389 10.912
SN: PSc190392 9.091
SN: PSc190393 9.23
SN: PSc200017 10.19
SN: PSc200026 10.539
SN: PSc200041 10.251
SN: PSc200042 10.357
SN: PSc200049 9.392
SN: PSc200050 8.58
SN: PSc200058 9.138
SN: PSc200064 -9
SN: PSc200079 9.139
SN: PSc200080 10.408
SN: PSc200085 9.555
SN: PSc200086 10.817
SN: PSc200088 10.545
SN: PSc200095 7.71
SN: PSc200096 8.127
SN: PSc200097 10.331
SN: PSc200099 9.179
SN: PSc200100 11.444
SN: PSc200101 9.985
SN: PSc200104 10.586
SN: PSc200105 9.271
SN: PSc200106 8.916
SN: PSc200108 8.577
SN: PSc200109 9.492
SN: PSc200110 5.345
SN: PSc200118 9.061
SN: PSc200119 8.318
SN: PSc200122 10.178
SN: PSc200132 8.189
SN: PSc200136 -9
SN: PSc200157 9.318
SN: PSc200166 9.968
SN: PSc200168 11.27
SN: PSc200170 10.735
SN: PSc200172 11.22
SN: PSc210001 8.617
SN: PSc210020 10.688
SN: PSc210027 11.265
SN: PSc210041 10.824
SN: PSc210048 9.046
SN: PSc210055 -9
SN: PSc210061 10.628
SN: PSc210062 9.153
SN: PSc210071 8.843
SN: PSc210079 10.804
SN: PSc210080 10.322
SN: PSc210085 8.998
SN: PSc210087 9.819
SN: PSc210089 7.823
SN: PSc210091 9.28
SN: PSc210097 9.17
SN: PSc210098 8.363
SN: PSc210103 10.046
SN: PSc210116 10.072
SN: PSc210119 9.783
SN: PSc210129 8.495
SN: PSc210132 11.211
SN: PSc210140 11.314
SN: PSc210141 11.22
SN: PSc210142 9.111
SN: PSc210143 10.371
SN: PSc210150 10.889
SN: PSc210167 9.128
SN: PSc210168 10.771
SN: PSc300002 8.655
SN: PSc300003 10.517
SN: PSc300007 10.218
SN: PSc300008 10.367
SN: PSc300010 10.283
SN: PSc300021 9.666
SN: PSc300024 9.4
SN: PSc300035 9.382
SN: PSc300045 10.22
SN: PSc300047 7.464
SN: PSc300049 9.395
SN: PSc300051 10.02
SN: PSc300052 8.835
SN: PSc300067 10.871
SN: PSc300070 10.582
SN: PSc300072 8.745
SN: PSc300083 10.973
SN: PSc300089 10.517
SN: PSc300091 10.771
SN: PSc300095 9.417
SN: PSc300105 9.56
SN: PSc300112 9.779
SN: PSc300114 10.037
SN: PSc300119 9.057
SN: PSc300120 10.09
SN: PSc300121 8.992
SN: PSc300124 10.457
SN: PSc300130 9.108
SN: PSc300132 7.521
SN: PSc300134 10.279
SN: PSc300139 9.904
SN: PSc300140 10.453
SN: PSc300145 6.49
SN: PSc300151 11.631
SN: PSc300154 9.799
SN: PSc300159 9.422
SN: PSc300166 10.01
SN: PSc300179 9.873
SN: PSc300180 10.827
SN: PSc300193 10.28
SN: PSc300215 11.542
SN: PSc300219 9.124
SN: PSc300220 10.119
SN: PSc300221 9.524
SN: PSc300225 10.7
SN: PSc300226 10.591
SN: PSc300231 11.043
SN: PSc300236 10.46
SN: PSc310006 8.192
SN: PSc310009 11.194
SN: PSc310012 9.255
SN: PSc310020 8.7
SN: PSc310022 6.779
SN: PSc310024 9.585
SN: PSc310025 9.697
SN: PSc310026 10.687
SN: PSc310027 8.959
SN: PSc310028 8.352
SN: PSc310031 10.112
SN: PSc310039 9.592
SN: PSc310041 10.34
SN: PSc310042 -9
SN: PSc310046 10.849
SN: PSc310050 10.796
SN: PSc310051 10.06
SN: PSc310055 -9
SN: PSc310056 -9
SN: PSc310058 9.667
SN: PSc310059 8.836
SN: PSc310063 9.736
SN: PSc310073 9.051
SN: PSc310081 10.353
SN: PSc310086 10.879
SN: PSc310087 9.947
SN: PSc310088 11.124
SN: PSc310090 11.194
SN: PSc310091 8.029
SN: PSc310093 9.353
SN: PSc310095 10.658
SN: PSc310098 9.309
SN: PSc310103 9.627
SN: PSc310124 8.319
SN: PSc310127 9.223
SN: PSc310130 11.245
SN: PSc310132 8.767
SN: PSc310138 10.738
SN: PSc310141 10.312
SN: PSc310145 10.792
SN: PSc310146 8.04
SN: PSc310147 10.467
SN: PSc310161 9.222
SN: PSc310162 -9
SN: PSc310184 8.73
SN: PSc310185 9.571
SN: PSc310186 10.693
SN: PSc310187 10.026
SN: PSc310188 10.875
SN: PSc310196 10.145
SN: PSc310203 10.551
SN: PSc310205 10.528
SN: PSc310210 11.192
SN: PSc310212 -9
SN: PSc310219 9.035
SN: PSc310220 10.522
SN: PSc310221 10.331
SN: PSc310226 10.997
SN: PSc310238 9.47
SN: PSc310240 9.313
SN: PSc310260 10.757
SN: PSc310267 10.538
SN: PSc310271 9.048
SN: PSc310283 9.629
SN: PSc310289 -9
SN: PSc310308 10.926
SN: PSc310315 10.223
SN: PSc310320 9.859
SN: PSc310328 7.909
SN: PSc310331 10.23
SN: PSc310332 10.394
SN: PSc310335 -9
SN: PSc310342 9.614
SN: PSc310344 9.49
SN: PSc310350 8.231
SN: PSc310359 10.865
SN: PSc310363 9.246
SN: PSc310379 8.365
SN: PSc310404 10.203
SN: PSc310473 8.791
SN: PSc310475 9.476
SN: PSc310502 10.596
SN: PSc310533 10.495
SN: PSc310541 10.755
SN: PSc310548 -9
SN: PSc310550 -9
SN: PSc310551 7.917
SN: PSc310552 10.899
SN: PSc310553 10.328
SN: PSc310555 10.157
SN: PSc310557 -9
SN: PSc310559 8.256
SN: PSc310564 11.297
SN: PSc310574 9.766
SN: PSc310578 10.607
SN: PSc320010 10.007
SN: PSc320013 9.357
SN: PSc320014 10.436
SN: PSc320034 9.468
SN: PSc320041 -9
SN: PSc320045 9.399
SN: PSc320047 9.766
SN: PSc320057 9.221
SN: PSc320060 9.925
SN: PSc320077 10.985
SN: PSc320084 11.145
SN: PSc320098 10.344
SN: PSc320099 10.078
SN: PSc320105 9.643
SN: PSc320115 -9
SN: PSc320123 10.927
SN: PSc320124 10.088
SN: PSc320150 10.664
SN: PSc320180 10.126
SN: PSc320188 9.861
SN: PSc320198 9.043
SN: PSc320234 11.192
SN: PSc320258 10.381
SN: PSc320265 9.737
SN: PSc320266 8.713
SN: PSc320267 11.15
SN: PSc320268 9.033
SN: PSc320329 10.649
SN: PSc320333 8.109
SN: PSc320335 8.712
SN: PSc320336 8.968
SN: PSc320338 -9
SN: PSc320345 10.182
SN: PSc320347 8.462
SN: PSc320384 10.455
SN: PSc320388 10.386
SN: PSc320389 11.375
SN: PSc320430 8.866
SN: PSc320433 9.535
SN: PSc320440 -9
SN: PSc320441 10.175
SN: PSc320453 -9
SN: PSc320463 9.706
SN: PSc320469 10.477
SN: PSc320470 -9
SN: PSc320483 8.291
SN: PSc320484 -9
SN: PSc320488 8.496
SN: PSc320489 10.655
SN: PSc320491 10.476
SN: PSc320492 8.834
SN: PSc320497 -9
SN: PSc320507 9.15
SN: PSc320516 8.284
SN: PSc320527 7.989
SN: PSc320541 11.024
SN: PSc320552 -9
SN: PSc320556 7.328
SN: PSc320562 -9
SN: PSc320565 -9
SN: PSc330005 9.772
SN: PSc330013 9.793
SN: PSc330015 11.007
SN: PSc330016 8.634
SN: PSc330022 10.534
SN: PSc330023 10.157
SN: PSc330026 -9
SN: PSc330027 10.352
SN: PSc330037 9.793
SN: PSc330042 9.389
SN: PSc330049 7.916
SN: PSc330050 8.724
SN: PSc330051 9.021
SN: PSc330052 9.742
SN: PSc330053 8.754
SN: PSc330056 10.765
SN: PSc330060 9.817
SN: PSc330061 10.043
SN: PSc330063 8.171
SN: PSc330064 7.016
SN: PSc330067 8.686
SN: PSc330068 11.159
SN: PSc330075 -9
SN: PSc330076 8.71
SN: PSc330078 9.703
SN: PSc330080 9.477
SN: PSc330083 8.642
SN: PSc330085 10.069
SN: PSc330089 9.333
SN: PSc330094 9.847
SN: PSc330097 9.191
SN: PSc330101 10.201
SN: PSc330103 11.096
SN: PSc330106 -9
SN: PSc330107 -9
SN: PSc330109 8.154
SN: PSc330112 11.309
SN: PSc330114 -9
SN: PSc330128 10.301
SN: PSc330132 10.031
SN: PSc330137 9.781
SN: PSc330139 8.693
SN: PSc330141 9.323
SN: PSc330143 10.909
SN: PSc330145 10.092
SN: PSc330146 10.257
SN: PSc330153 -9
SN: PSc330165 -9
SN: PSc330173 9.934
SN: PSc330176 7.677
SN: PSc330194 8.523
SN: PSc330196 10.397
SN: PSc330199 10.646
SN: PSc330200 10.976
SN: PSc330202 -9
SN: PSc330232 8.504
SN: PSc330239 8.232
SN: PSc330240 -9
SN: PSc330250 10.208
SN: PSc330265 -9
SN: PSc340012 8.805
SN: PSc340014 10.817
SN: PSc340020 8.908
SN: PSc340026 8.398
SN: PSc340034 11.148
SN: PSc340046 11.311
