VARNAMES: SALT2c LOGMASS PROB
PDF: -0.350 9.40 0.000
PDF: -0.340 9.40 0.000
PDF: -0.330 9.40 0.000
PDF: -0.320 9.40 0.000
PDF: -0.310 9.40 0.000
PDF: -0.300 9.40 0.000
PDF: -0.290 9.40 0.000
PDF: -0.280 9.40 0.000
PDF: -0.270 9.40 0.000
PDF: -0.260 9.40 0.000
PDF: -0.250 9.40 0.000
PDF: -0.240 9.40 0.000
PDF: -0.230 9.40 0.000
PDF: -0.220 9.40 0.000
PDF: -0.210 9.40 0.000
PDF: -0.200 9.40 0.000
PDF: -0.190 9.40 0.000
PDF: -0.180 9.40 0.000
PDF: -0.170 9.40 0.000
PDF: -0.160 9.40 0.000
PDF: -0.150 9.40 0.000
PDF: -0.140 9.40 0.002
PDF: -0.130 9.40 0.007
PDF: -0.120 9.40 0.023
PDF: -0.110 9.40 0.065
PDF: -0.100 9.40 0.152
PDF: -0.090 9.40 0.304
PDF: -0.080 9.40 0.519
PDF: -0.070 9.40 0.757
PDF: -0.060 9.40 0.941
PDF: -0.050 9.40 1.000
PDF: -0.040 9.40 0.994
PDF: -0.030 9.40 0.979
PDF: -0.020 9.40 0.956
PDF: -0.010 9.40 0.924
PDF: 0.000 9.40 0.885
PDF: 0.010 9.40 0.840
PDF: 0.020 9.40 0.790
PDF: 0.030 9.40 0.736
PDF: 0.040 9.40 0.679
PDF: 0.050 9.40 0.621
PDF: 0.060 9.40 0.562
PDF: 0.070 9.40 0.505
PDF: 0.080 9.40 0.449
PDF: 0.090 9.40 0.395
PDF: 0.100 9.40 0.345
PDF: 0.110 9.40 0.298
PDF: 0.120 9.40 0.256
PDF: 0.130 9.40 0.217
PDF: 0.140 9.40 0.182
PDF: 0.150 9.40 0.152
PDF: 0.160 9.40 0.125
PDF: 0.170 9.40 0.103
PDF: 0.180 9.40 0.083
PDF: 0.190 9.40 0.067
PDF: 0.200 9.40 0.053
PDF: 0.210 9.40 0.042
PDF: 0.220 9.40 0.033
PDF: 0.230 9.40 0.025
PDF: 0.240 9.40 0.019
PDF: 0.250 9.40 0.015
PDF: 0.260 9.40 0.011
PDF: 0.270 9.40 0.008
PDF: 0.280 9.40 0.006
PDF: 0.290 9.40 0.004
PDF: 0.300 9.40 0.003
PDF: 0.310 9.40 0.002
PDF: 0.320 9.40 0.002
PDF: 0.330 9.40 0.001
PDF: 0.340 9.40 0.001
PDF: 0.350 9.40 0.001
PDF: 0.360 9.40 0.000
PDF: 0.370 9.40 0.000
PDF: 0.380 9.40 0.000
PDF: 0.390 9.40 0.000
PDF: 0.400 9.40 0.000
PDF: 0.410 9.40 0.000
PDF: 0.420 9.40 0.000
PDF: 0.430 9.40 0.000
PDF: 0.440 9.40 0.000
PDF: 0.450 9.40 0.000
PDF: 0.460 9.40 0.000
PDF: 0.470 9.40 0.000
PDF: 0.480 9.40 0.000
PDF: 0.490 9.40 0.000
PDF: -0.500 9.60 0.000
PDF: -0.490 9.60 0.000
PDF: -0.480 9.60 0.000
PDF: -0.470 9.60 0.000
PDF: -0.460 9.60 0.000
PDF: -0.450 9.60 0.000
PDF: -0.440 9.60 0.000
PDF: -0.430 9.60 0.000
PDF: -0.420 9.60 0.000
PDF: -0.410 9.60 0.000
PDF: -0.400 9.60 0.000
PDF: -0.390 9.60 0.000
PDF: -0.380 9.60 0.000
PDF: -0.370 9.60 0.000
PDF: -0.360 9.60 0.000
PDF: -0.350 9.60 0.000
PDF: -0.340 9.60 0.000
PDF: -0.330 9.60 0.000
PDF: -0.320 9.60 0.000
PDF: -0.310 9.60 0.000
PDF: -0.300 9.60 0.000
PDF: -0.290 9.60 0.000
PDF: -0.280 9.60 0.000
PDF: -0.270 9.60 0.000
PDF: -0.260 9.60 0.000
PDF: -0.250 9.60 0.000
PDF: -0.240 9.60 0.000
PDF: -0.230 9.60 0.000
PDF: -0.220 9.60 0.000
PDF: -0.210 9.60 0.000
PDF: -0.200 9.60 0.000
PDF: -0.190 9.60 0.000
PDF: -0.180 9.60 0.000
PDF: -0.170 9.60 0.000
PDF: -0.160 9.60 0.000
PDF: -0.150 9.60 0.000
PDF: -0.140 9.60 0.000
PDF: -0.130 9.60 0.002
PDF: -0.120 9.60 0.009
PDF: -0.110 9.60 0.037
PDF: -0.100 9.60 0.120
PDF: -0.090 9.60 0.299
PDF: -0.080 9.60 0.577
PDF: -0.070 9.60 0.862
PDF: -0.060 9.60 1.000
PDF: -0.050 9.60 0.998
PDF: -0.040 9.60 0.990
PDF: -0.030 9.60 0.976
PDF: -0.020 9.60 0.957
PDF: -0.010 9.60 0.933
PDF: 0.000 9.60 0.904
PDF: 0.010 9.60 0.871
PDF: 0.020 9.60 0.835
PDF: 0.030 9.60 0.795
PDF: 0.040 9.60 0.753
PDF: 0.050 9.60 0.708
PDF: 0.060 9.60 0.663
PDF: 0.070 9.60 0.617
PDF: 0.080 9.60 0.571
PDF: 0.090 9.60 0.525
PDF: 0.100 9.60 0.480
PDF: 0.110 9.60 0.437
PDF: 0.120 9.60 0.395
PDF: 0.130 9.60 0.355
PDF: 0.140 9.60 0.317
PDF: 0.150 9.60 0.282
PDF: 0.160 9.60 0.249
PDF: 0.170 9.60 0.218
PDF: 0.180 9.60 0.191
PDF: 0.190 9.60 0.165
PDF: 0.200 9.60 0.143
PDF: 0.210 9.60 0.123
PDF: 0.220 9.60 0.105
PDF: 0.230 9.60 0.089
PDF: 0.240 9.60 0.075
PDF: 0.250 9.60 0.063
PDF: 0.260 9.60 0.052
PDF: 0.270 9.60 0.043
PDF: 0.280 9.60 0.036
PDF: 0.290 9.60 0.029
PDF: 0.300 9.60 0.024
PDF: 0.310 9.60 0.019
PDF: 0.320 9.60 0.016
PDF: 0.330 9.60 0.012
PDF: 0.340 9.60 0.010
PDF: 0.350 9.60 0.008
PDF: 0.360 9.60 0.006
PDF: 0.370 9.60 0.005
PDF: 0.380 9.60 0.004
PDF: 0.390 9.60 0.003
PDF: 0.400 9.60 0.002
PDF: 0.410 9.60 0.002
PDF: 0.420 9.60 0.001
PDF: 0.430 9.60 0.001
PDF: 0.440 9.60 0.001
PDF: 0.450 9.60 0.001
PDF: 0.460 9.60 0.000
PDF: 0.470 9.60 0.000
PDF: 0.480 9.60 0.000
PDF: 0.490 9.60 0.000
PDF: -0.500 9.80 0.000
PDF: -0.490 9.80 0.000
PDF: -0.480 9.80 0.000
PDF: -0.470 9.80 0.000
PDF: -0.460 9.80 0.000
PDF: -0.450 9.80 0.000
PDF: -0.440 9.80 0.000
PDF: -0.430 9.80 0.000
PDF: -0.420 9.80 0.000
PDF: -0.410 9.80 0.000
PDF: -0.400 9.80 0.000
PDF: -0.390 9.80 0.000
PDF: -0.380 9.80 0.000
PDF: -0.370 9.80 0.000
PDF: -0.360 9.80 0.000
PDF: -0.350 9.80 0.000
PDF: -0.340 9.80 0.000
PDF: -0.330 9.80 0.000
PDF: -0.320 9.80 0.000
PDF: -0.310 9.80 0.000
PDF: -0.300 9.80 0.000
PDF: -0.290 9.80 0.000
PDF: -0.280 9.80 0.000
PDF: -0.270 9.80 0.000
PDF: -0.260 9.80 0.000
PDF: -0.250 9.80 0.000
PDF: -0.240 9.80 0.000
PDF: -0.230 9.80 0.000
PDF: -0.220 9.80 0.000
PDF: -0.210 9.80 0.000
PDF: -0.200 9.80 0.000
PDF: -0.190 9.80 0.000
PDF: -0.180 9.80 0.000
PDF: -0.170 9.80 0.000
PDF: -0.160 9.80 0.000
PDF: -0.150 9.80 0.000
PDF: -0.140 9.80 0.000
PDF: -0.130 9.80 0.003
PDF: -0.120 9.80 0.014
PDF: -0.110 9.80 0.054
PDF: -0.100 9.80 0.160
PDF: -0.090 9.80 0.369
PDF: -0.080 9.80 0.660
PDF: -0.070 9.80 0.920
PDF: -0.060 9.80 1.000
PDF: -0.050 9.80 0.997
PDF: -0.040 9.80 0.990
PDF: -0.030 9.80 0.979
PDF: -0.020 9.80 0.965
PDF: -0.010 9.80 0.946
PDF: 0.000 9.80 0.924
PDF: 0.010 9.80 0.899
PDF: 0.020 9.80 0.871
PDF: 0.030 9.80 0.840
PDF: 0.040 9.80 0.807
PDF: 0.050 9.80 0.772
PDF: 0.060 9.80 0.736
PDF: 0.070 9.80 0.698
PDF: 0.080 9.80 0.660
PDF: 0.090 9.80 0.621
PDF: 0.100 9.80 0.582
PDF: 0.110 9.80 0.543
PDF: 0.120 9.80 0.505
PDF: 0.130 9.80 0.467
PDF: 0.140 9.80 0.431
PDF: 0.150 9.80 0.395
PDF: 0.160 9.80 0.361
PDF: 0.170 9.80 0.329
PDF: 0.180 9.80 0.298
PDF: 0.190 9.80 0.269
PDF: 0.200 9.80 0.242
PDF: 0.210 9.80 0.217
PDF: 0.220 9.80 0.193
PDF: 0.230 9.80 0.172
PDF: 0.240 9.80 0.152
PDF: 0.250 9.80 0.134
PDF: 0.260 9.80 0.117
PDF: 0.270 9.80 0.103
PDF: 0.280 9.80 0.089
PDF: 0.290 9.80 0.077
PDF: 0.300 9.80 0.067
PDF: 0.310 9.80 0.057
PDF: 0.320 9.80 0.049
PDF: 0.330 9.80 0.042
PDF: 0.340 9.80 0.035
PDF: 0.350 9.80 0.030
PDF: 0.360 9.80 0.025
PDF: 0.370 9.80 0.021
PDF: 0.380 9.80 0.018
PDF: 0.390 9.80 0.015
PDF: 0.400 9.80 0.012
PDF: 0.410 9.80 0.010
PDF: 0.420 9.80 0.008
PDF: 0.430 9.80 0.007
PDF: 0.440 9.80 0.005
PDF: 0.450 9.80 0.004
PDF: 0.460 9.80 0.004
PDF: 0.470 9.80 0.003
PDF: 0.480 9.80 0.002
PDF: 0.490 9.80 0.002
PDF: -0.500 10.00 0.000
PDF: -0.490 10.00 0.000
PDF: -0.480 10.00 0.000
PDF: -0.470 10.00 0.000
PDF: -0.460 10.00 0.000
PDF: -0.450 10.00 0.000
PDF: -0.440 10.00 0.000
PDF: -0.430 10.00 0.000
PDF: -0.420 10.00 0.000
PDF: -0.410 10.00 0.000
PDF: -0.400 10.00 0.000
PDF: -0.390 10.00 0.000
PDF: -0.380 10.00 0.000
PDF: -0.370 10.00 0.000
PDF: -0.360 10.00 0.000
PDF: -0.350 10.00 0.000
PDF: -0.340 10.00 0.000
PDF: -0.330 10.00 0.000
PDF: -0.320 10.00 0.000
PDF: -0.310 10.00 0.000
PDF: -0.300 10.00 0.000
PDF: -0.290 10.00 0.000
PDF: -0.280 10.00 0.000
PDF: -0.270 10.00 0.000
PDF: -0.260 10.00 0.000
PDF: -0.250 10.00 0.000
PDF: -0.240 10.00 0.000
PDF: -0.230 10.00 0.000
PDF: -0.220 10.00 0.000
PDF: -0.210 10.00 0.000
PDF: -0.200 10.00 0.000
PDF: -0.190 10.00 0.000
PDF: -0.180 10.00 0.000
PDF: -0.170 10.00 0.000
PDF: -0.160 10.00 0.000
PDF: -0.150 10.00 0.000
PDF: -0.140 10.00 0.000
PDF: -0.130 10.00 0.000
PDF: -0.120 10.00 0.003
PDF: -0.110 10.00 0.023
PDF: -0.100 10.00 0.106
PDF: -0.090 10.00 0.327
PDF: -0.080 10.00 0.683
PDF: -0.070 10.00 0.970
PDF: -0.060 10.00 1.000
PDF: -0.050 10.00 0.996
PDF: -0.040 10.00 0.987
PDF: -0.030 10.00 0.975
PDF: -0.020 10.00 0.959
PDF: -0.010 10.00 0.940
PDF: 0.000 10.00 0.917
PDF: 0.010 10.00 0.891
PDF: 0.020 10.00 0.863
PDF: 0.030 10.00 0.832
PDF: 0.040 10.00 0.798
PDF: 0.050 10.00 0.764
PDF: 0.060 10.00 0.727
PDF: 0.070 10.00 0.690
PDF: 0.080 10.00 0.652
PDF: 0.090 10.00 0.614
PDF: 0.100 10.00 0.575
PDF: 0.110 10.00 0.537
PDF: 0.120 10.00 0.499
PDF: 0.130 10.00 0.462
PDF: 0.140 10.00 0.426
PDF: 0.150 10.00 0.392
PDF: 0.160 10.00 0.358
PDF: 0.170 10.00 0.327
PDF: 0.180 10.00 0.296
PDF: 0.190 10.00 0.268
PDF: 0.200 10.00 0.241
PDF: 0.210 10.00 0.216
PDF: 0.220 10.00 0.193
PDF: 0.230 10.00 0.172
PDF: 0.240 10.00 0.152
PDF: 0.250 10.00 0.134
PDF: 0.260 10.00 0.118
PDF: 0.270 10.00 0.103
PDF: 0.280 10.00 0.090
PDF: 0.290 10.00 0.078
PDF: 0.300 10.00 0.068
PDF: 0.310 10.00 0.058
PDF: 0.320 10.00 0.050
PDF: 0.330 10.00 0.043
PDF: 0.340 10.00 0.036
PDF: 0.350 10.00 0.031
PDF: 0.360 10.00 0.026
PDF: 0.370 10.00 0.022
PDF: 0.380 10.00 0.018
PDF: 0.390 10.00 0.015
PDF: 0.400 10.00 0.013
PDF: 0.410 10.00 0.011
PDF: 0.420 10.00 0.009
PDF: 0.430 10.00 0.007
PDF: 0.440 10.00 0.006
PDF: 0.450 10.00 0.005
PDF: 0.460 10.00 0.004
PDF: 0.470 10.00 0.003
PDF: 0.480 10.00 0.002
PDF: 0.490 10.00 0.002
PDF: -0.500 10.20 0.000
PDF: -0.490 10.20 0.000
PDF: -0.480 10.20 0.000
PDF: -0.470 10.20 0.000
PDF: -0.460 10.20 0.000
PDF: -0.450 10.20 0.000
PDF: -0.440 10.20 0.000
PDF: -0.430 10.20 0.000
PDF: -0.420 10.20 0.000
PDF: -0.410 10.20 0.000
PDF: -0.400 10.20 0.000
PDF: -0.390 10.20 0.000
PDF: -0.380 10.20 0.000
PDF: -0.370 10.20 0.000
PDF: -0.360 10.20 0.000
PDF: -0.350 10.20 0.000
PDF: -0.340 10.20 0.000
PDF: -0.330 10.20 0.000
PDF: -0.320 10.20 0.000
PDF: -0.310 10.20 0.000
PDF: -0.300 10.20 0.000
PDF: -0.290 10.20 0.000
PDF: -0.280 10.20 0.000
PDF: -0.270 10.20 0.000
PDF: -0.260 10.20 0.000
PDF: -0.250 10.20 0.000
PDF: -0.240 10.20 0.000
PDF: -0.230 10.20 0.000
PDF: -0.220 10.20 0.000
PDF: -0.210 10.20 0.000
PDF: -0.200 10.20 0.000
PDF: -0.190 10.20 0.000
PDF: -0.180 10.20 0.000
PDF: -0.170 10.20 0.000
PDF: -0.160 10.20 0.000
PDF: -0.150 10.20 0.000
PDF: -0.140 10.20 0.000
PDF: -0.130 10.20 0.002
PDF: -0.120 10.20 0.009
PDF: -0.110 10.20 0.036
PDF: -0.100 10.20 0.117
PDF: -0.090 10.20 0.294
PDF: -0.080 10.20 0.570
PDF: -0.070 10.20 0.858
PDF: -0.060 10.20 1.000
PDF: -0.050 10.20 1.000
PDF: -0.040 10.20 0.994
PDF: -0.030 10.20 0.984
PDF: -0.020 10.20 0.971
PDF: -0.010 10.20 0.954
PDF: 0.000 10.20 0.933
PDF: 0.010 10.20 0.909
PDF: 0.020 10.20 0.882
PDF: 0.030 10.20 0.853
PDF: 0.040 10.20 0.821
PDF: 0.050 10.20 0.787
PDF: 0.060 10.20 0.751
PDF: 0.070 10.20 0.715
PDF: 0.080 10.20 0.677
PDF: 0.090 10.20 0.638
PDF: 0.100 10.20 0.600
PDF: 0.110 10.20 0.561
PDF: 0.120 10.20 0.523
PDF: 0.130 10.20 0.485
PDF: 0.140 10.20 0.449
PDF: 0.150 10.20 0.413
PDF: 0.160 10.20 0.379
PDF: 0.170 10.20 0.346
PDF: 0.180 10.20 0.315
PDF: 0.190 10.20 0.285
PDF: 0.200 10.20 0.257
PDF: 0.210 10.20 0.231
PDF: 0.220 10.20 0.207
PDF: 0.230 10.20 0.184
PDF: 0.240 10.20 0.163
PDF: 0.250 10.20 0.144
PDF: 0.260 10.20 0.127
PDF: 0.270 10.20 0.112
PDF: 0.280 10.20 0.097
PDF: 0.290 10.20 0.085
PDF: 0.300 10.20 0.073
PDF: 0.310 10.20 0.063
PDF: 0.320 10.20 0.054
PDF: 0.330 10.20 0.047
PDF: 0.340 10.20 0.040
PDF: 0.350 10.20 0.034
PDF: 0.360 10.20 0.028
PDF: 0.370 10.20 0.024
PDF: 0.380 10.20 0.020
PDF: 0.390 10.20 0.017
PDF: 0.400 10.20 0.014
PDF: 0.410 10.20 0.012
PDF: 0.420 10.20 0.010
PDF: 0.430 10.20 0.008
PDF: 0.440 10.20 0.006
PDF: 0.450 10.20 0.005
PDF: 0.460 10.20 0.004
PDF: 0.470 10.20 0.003
PDF: 0.480 10.20 0.003
PDF: 0.490 10.20 0.002
PDF: -0.500 10.40 0.000
PDF: -0.490 10.40 0.000
PDF: -0.480 10.40 0.000
PDF: -0.470 10.40 0.000
PDF: -0.460 10.40 0.000
PDF: -0.450 10.40 0.000
PDF: -0.440 10.40 0.000
PDF: -0.430 10.40 0.000
PDF: -0.420 10.40 0.000
PDF: -0.410 10.40 0.000
PDF: -0.400 10.40 0.000
PDF: -0.390 10.40 0.000
PDF: -0.380 10.40 0.000
PDF: -0.370 10.40 0.000
PDF: -0.360 10.40 0.000
PDF: -0.350 10.40 0.000
PDF: -0.340 10.40 0.000
PDF: -0.330 10.40 0.000
PDF: -0.320 10.40 0.000
PDF: -0.310 10.40 0.000
PDF: -0.300 10.40 0.000
PDF: -0.290 10.40 0.000
PDF: -0.280 10.40 0.000
PDF: -0.270 10.40 0.000
PDF: -0.260 10.40 0.000
PDF: -0.250 10.40 0.000
PDF: -0.240 10.40 0.000
PDF: -0.230 10.40 0.000
PDF: -0.220 10.40 0.000
PDF: -0.210 10.40 0.000
PDF: -0.200 10.40 0.000
PDF: -0.190 10.40 0.000
PDF: -0.180 10.40 0.000
PDF: -0.170 10.40 0.000
PDF: -0.160 10.40 0.000
PDF: -0.150 10.40 0.000
PDF: -0.140 10.40 0.000
PDF: -0.130 10.40 0.001
PDF: -0.120 10.40 0.007
PDF: -0.110 10.40 0.034
PDF: -0.100 10.40 0.115
PDF: -0.090 10.40 0.299
PDF: -0.080 10.40 0.590
PDF: -0.070 10.40 0.882
PDF: -0.060 10.40 1.000
PDF: -0.050 10.40 0.998
PDF: -0.040 10.40 0.992
PDF: -0.030 10.40 0.982
PDF: -0.020 10.40 0.968
PDF: -0.010 10.40 0.951
PDF: 0.000 10.40 0.930
PDF: 0.010 10.40 0.906
PDF: 0.020 10.40 0.879
PDF: 0.030 10.40 0.850
PDF: 0.040 10.40 0.818
PDF: 0.050 10.40 0.785
PDF: 0.060 10.40 0.749
PDF: 0.070 10.40 0.713
PDF: 0.080 10.40 0.676
PDF: 0.090 10.40 0.638
PDF: 0.100 10.40 0.599
PDF: 0.110 10.40 0.561
PDF: 0.120 10.40 0.523
PDF: 0.130 10.40 0.486
PDF: 0.140 10.40 0.450
PDF: 0.150 10.40 0.415
PDF: 0.160 10.40 0.380
PDF: 0.170 10.40 0.348
PDF: 0.180 10.40 0.317
PDF: 0.190 10.40 0.287
PDF: 0.200 10.40 0.260
PDF: 0.210 10.40 0.234
PDF: 0.220 10.40 0.209
PDF: 0.230 10.40 0.187
PDF: 0.240 10.40 0.166
PDF: 0.250 10.40 0.147
PDF: 0.260 10.40 0.130
PDF: 0.270 10.40 0.114
PDF: 0.280 10.40 0.100
PDF: 0.290 10.40 0.087
PDF: 0.300 10.40 0.076
PDF: 0.310 10.40 0.065
PDF: 0.320 10.40 0.056
PDF: 0.330 10.40 0.048
PDF: 0.340 10.40 0.041
PDF: 0.350 10.40 0.035
PDF: 0.360 10.40 0.030
PDF: 0.370 10.40 0.025
PDF: 0.380 10.40 0.021
PDF: 0.390 10.40 0.018
PDF: 0.400 10.40 0.015
PDF: 0.410 10.40 0.012
PDF: 0.420 10.40 0.010
PDF: 0.430 10.40 0.008
PDF: 0.440 10.40 0.007
PDF: 0.450 10.40 0.006
PDF: 0.460 10.40 0.005
PDF: 0.470 10.40 0.004
PDF: 0.480 10.40 0.003
PDF: 0.490 10.40 0.002
PDF: -0.500 10.60 0.000
PDF: -0.490 10.60 0.000
PDF: -0.480 10.60 0.000
PDF: -0.470 10.60 0.000
PDF: -0.460 10.60 0.000
PDF: -0.450 10.60 0.000
PDF: -0.440 10.60 0.000
PDF: -0.430 10.60 0.000
PDF: -0.420 10.60 0.000
PDF: -0.410 10.60 0.000
PDF: -0.400 10.60 0.000
PDF: -0.390 10.60 0.000
PDF: -0.380 10.60 0.000
PDF: -0.370 10.60 0.000
PDF: -0.360 10.60 0.000
PDF: -0.350 10.60 0.000
PDF: -0.340 10.60 0.000
PDF: -0.330 10.60 0.000
PDF: -0.320 10.60 0.000
PDF: -0.310 10.60 0.000
PDF: -0.300 10.60 0.000
PDF: -0.290 10.60 0.000
PDF: -0.280 10.60 0.000
PDF: -0.270 10.60 0.000
PDF: -0.260 10.60 0.000
PDF: -0.250 10.60 0.000
PDF: -0.240 10.60 0.000
PDF: -0.230 10.60 0.000
PDF: -0.220 10.60 0.000
PDF: -0.210 10.60 0.000
PDF: -0.200 10.60 0.000
PDF: -0.190 10.60 0.000
PDF: -0.180 10.60 0.000
PDF: -0.170 10.60 0.000
PDF: -0.160 10.60 0.000
PDF: -0.150 10.60 0.000
PDF: -0.140 10.60 0.000
PDF: -0.130 10.60 0.000
PDF: -0.120 10.60 0.001
PDF: -0.110 10.60 0.010
PDF: -0.100 10.60 0.061
PDF: -0.090 10.60 0.238
PDF: -0.080 10.60 0.592
PDF: -0.070 10.60 0.939
PDF: -0.060 10.60 1.000
PDF: -0.050 10.60 0.996
PDF: -0.040 10.60 0.987
PDF: -0.030 10.60 0.974
PDF: -0.020 10.60 0.956
PDF: -0.010 10.60 0.935
PDF: 0.000 10.60 0.910
PDF: 0.010 10.60 0.881
PDF: 0.020 10.60 0.850
PDF: 0.030 10.60 0.816
PDF: 0.040 10.60 0.780
PDF: 0.050 10.60 0.742
PDF: 0.060 10.60 0.703
PDF: 0.070 10.60 0.662
PDF: 0.080 10.60 0.622
PDF: 0.090 10.60 0.581
PDF: 0.100 10.60 0.540
PDF: 0.110 10.60 0.500
PDF: 0.120 10.60 0.461
PDF: 0.130 10.60 0.423
PDF: 0.140 10.60 0.386
PDF: 0.150 10.60 0.351
PDF: 0.160 10.60 0.318
PDF: 0.170 10.60 0.286
PDF: 0.180 10.60 0.257
PDF: 0.190 10.60 0.229
PDF: 0.200 10.60 0.204
PDF: 0.210 10.60 0.180
PDF: 0.220 10.60 0.159
PDF: 0.230 10.60 0.139
PDF: 0.240 10.60 0.121
PDF: 0.250 10.60 0.105
PDF: 0.260 10.60 0.091
PDF: 0.270 10.60 0.078
PDF: 0.280 10.60 0.067
PDF: 0.290 10.60 0.057
PDF: 0.300 10.60 0.049
PDF: 0.310 10.60 0.041
PDF: 0.320 10.60 0.035
PDF: 0.330 10.60 0.029
PDF: 0.340 10.60 0.024
PDF: 0.350 10.60 0.020
PDF: 0.360 10.60 0.017
PDF: 0.370 10.60 0.014
PDF: 0.380 10.60 0.011
PDF: 0.390 10.60 0.009
PDF: 0.400 10.60 0.007
PDF: 0.410 10.60 0.006
PDF: 0.420 10.60 0.005
PDF: 0.430 10.60 0.004
PDF: 0.440 10.60 0.003
PDF: 0.450 10.60 0.002
PDF: 0.460 10.60 0.002
PDF: 0.470 10.60 0.002
PDF: 0.480 10.60 0.001
PDF: 0.490 10.60 0.001
PDF: -0.500 10.80 0.000
PDF: -0.490 10.80 0.000
PDF: -0.480 10.80 0.000
PDF: -0.470 10.80 0.000
PDF: -0.460 10.80 0.000
PDF: -0.450 10.80 0.000
PDF: -0.440 10.80 0.000
PDF: -0.430 10.80 0.000
PDF: -0.420 10.80 0.000
PDF: -0.410 10.80 0.000
PDF: -0.400 10.80 0.000
PDF: -0.390 10.80 0.000
PDF: -0.380 10.80 0.000
PDF: -0.370 10.80 0.000
PDF: -0.360 10.80 0.000
PDF: -0.350 10.80 0.000
PDF: -0.340 10.80 0.000
PDF: -0.330 10.80 0.000
PDF: -0.320 10.80 0.000
PDF: -0.310 10.80 0.000
PDF: -0.300 10.80 0.000
PDF: -0.290 10.80 0.000
PDF: -0.280 10.80 0.000
PDF: -0.270 10.80 0.000
PDF: -0.260 10.80 0.000
PDF: -0.250 10.80 0.000
PDF: -0.240 10.80 0.000
PDF: -0.230 10.80 0.000
PDF: -0.220 10.80 0.000
PDF: -0.210 10.80 0.000
PDF: -0.200 10.80 0.000
PDF: -0.190 10.80 0.000
PDF: -0.180 10.80 0.000
PDF: -0.170 10.80 0.000
PDF: -0.160 10.80 0.000
PDF: -0.150 10.80 0.000
PDF: -0.140 10.80 0.000
PDF: -0.130 10.80 0.001
PDF: -0.120 10.80 0.007
PDF: -0.110 10.80 0.031
PDF: -0.100 10.80 0.111
PDF: -0.090 10.80 0.297
PDF: -0.080 10.80 0.593
PDF: -0.070 10.80 0.889
PDF: -0.060 10.80 1.000
PDF: -0.050 10.80 0.997
PDF: -0.040 10.80 0.988
PDF: -0.030 10.80 0.974
PDF: -0.020 10.80 0.955
PDF: -0.010 10.80 0.931
PDF: 0.000 10.80 0.902
PDF: 0.010 10.80 0.870
PDF: 0.020 10.80 0.834
PDF: 0.030 10.80 0.795
PDF: 0.040 10.80 0.754
PDF: 0.050 10.80 0.711
PDF: 0.060 10.80 0.667
PDF: 0.070 10.80 0.622
PDF: 0.080 10.80 0.577
PDF: 0.090 10.80 0.532
PDF: 0.100 10.80 0.488
PDF: 0.110 10.80 0.445
PDF: 0.120 10.80 0.403
PDF: 0.130 10.80 0.364
PDF: 0.140 10.80 0.326
PDF: 0.150 10.80 0.291
PDF: 0.160 10.80 0.258
PDF: 0.170 10.80 0.228
PDF: 0.180 10.80 0.200
PDF: 0.190 10.80 0.174
PDF: 0.200 10.80 0.151
PDF: 0.210 10.80 0.131
PDF: 0.220 10.80 0.112
PDF: 0.230 10.80 0.096
PDF: 0.240 10.80 0.081
PDF: 0.250 10.80 0.069
PDF: 0.260 10.80 0.058
PDF: 0.270 10.80 0.048
PDF: 0.280 10.80 0.040
PDF: 0.290 10.80 0.033
PDF: 0.300 10.80 0.027
PDF: 0.310 10.80 0.022
PDF: 0.320 10.80 0.018
PDF: 0.330 10.80 0.014
PDF: 0.340 10.80 0.012
PDF: 0.350 10.80 0.009
PDF: 0.360 10.80 0.007
PDF: 0.370 10.80 0.006
PDF: 0.380 10.80 0.005
PDF: 0.390 10.80 0.004
PDF: 0.400 10.80 0.003
PDF: 0.410 10.80 0.002
PDF: 0.420 10.80 0.002
PDF: 0.430 10.80 0.001
PDF: 0.440 10.80 0.001
PDF: 0.450 10.80 0.001
PDF: 0.460 10.80 0.001
PDF: 0.470 10.80 0.000
PDF: 0.480 10.80 0.000
PDF: 0.490 10.80 0.000
PDF: -0.500 11.00 0.000
PDF: -0.490 11.00 0.000
PDF: -0.480 11.00 0.000
PDF: -0.470 11.00 0.000
PDF: -0.460 11.00 0.000
PDF: -0.450 11.00 0.000
PDF: -0.440 11.00 0.000
PDF: -0.430 11.00 0.000
PDF: -0.420 11.00 0.000
PDF: -0.410 11.00 0.000
PDF: -0.400 11.00 0.000
PDF: -0.390 11.00 0.000
PDF: -0.380 11.00 0.000
PDF: -0.370 11.00 0.000
PDF: -0.360 11.00 0.000
PDF: -0.350 11.00 0.000
PDF: -0.340 11.00 0.000
PDF: -0.330 11.00 0.000
PDF: -0.320 11.00 0.000
PDF: -0.310 11.00 0.000
PDF: -0.300 11.00 0.000
PDF: -0.290 11.00 0.000
PDF: -0.280 11.00 0.000
PDF: -0.270 11.00 0.000
PDF: -0.260 11.00 0.000
PDF: -0.250 11.00 0.000
PDF: -0.240 11.00 0.000
PDF: -0.230 11.00 0.000
PDF: -0.220 11.00 0.000
PDF: -0.210 11.00 0.000
PDF: -0.200 11.00 0.000
PDF: -0.190 11.00 0.000
PDF: -0.180 11.00 0.000
PDF: -0.170 11.00 0.000
PDF: -0.160 11.00 0.000
PDF: -0.150 11.00 0.000
PDF: -0.140 11.00 0.001
