VARNAMES: SALT2c LOGMASS PROB
PDF: -0.320 10.00 0.000
PDF: -0.310 10.00 0.000
PDF: -0.300 10.00 0.000
PDF: -0.290 10.00 0.000
PDF: -0.280 10.00 0.000
PDF: -0.270 10.00 0.000
PDF: -0.260 10.00 0.000
PDF: -0.250 10.00 0.000
PDF: -0.240 10.00 0.000
PDF: -0.230 10.00 0.000
PDF: -0.220 10.00 0.000
PDF: -0.210 10.00 0.001
PDF: -0.200 10.00 0.002
PDF: -0.190 10.00 0.003
PDF: -0.180 10.00 0.007
PDF: -0.170 10.00 0.012
PDF: -0.160 10.00 0.023
PDF: -0.150 10.00 0.040
PDF: -0.140 10.00 0.066
PDF: -0.130 10.00 0.106
PDF: -0.120 10.00 0.161
PDF: -0.110 10.00 0.236
PDF: -0.100 10.00 0.330
PDF: -0.090 10.00 0.441
PDF: -0.080 10.00 0.565
PDF: -0.070 10.00 0.692
PDF: -0.060 10.00 0.811
PDF: -0.050 10.00 0.909
PDF: -0.040 10.00 0.975
PDF: -0.030 10.00 1.000
PDF: -0.020 10.00 0.997
PDF: -0.010 10.00 0.987
PDF: 0.000 10.00 0.969
PDF: 0.010 10.00 0.945
PDF: 0.020 10.00 0.915
PDF: 0.030 10.00 0.880
PDF: 0.040 10.00 0.839
PDF: 0.050 10.00 0.795
PDF: 0.060 10.00 0.747
PDF: 0.070 10.00 0.698
PDF: 0.080 10.00 0.646
PDF: 0.090 10.00 0.594
PDF: 0.100 10.00 0.543
PDF: 0.110 10.00 0.492
PDF: 0.120 10.00 0.443
PDF: 0.130 10.00 0.395
PDF: 0.140 10.00 0.351
PDF: 0.150 10.00 0.309
PDF: 0.160 10.00 0.270
PDF: 0.170 10.00 0.234
PDF: 0.180 10.00 0.202
PDF: 0.190 10.00 0.172
PDF: 0.200 10.00 0.146
PDF: 0.210 10.00 0.123
PDF: 0.220 10.00 0.103
PDF: 0.230 10.00 0.086
PDF: 0.240 10.00 0.070
PDF: 0.250 10.00 0.058
PDF: 0.260 10.00 0.047
PDF: 0.270 10.00 0.038
PDF: 0.280 10.00 0.030
PDF: 0.290 10.00 0.024
PDF: 0.300 10.00 0.019
PDF: 0.310 10.00 0.015
PDF: 0.320 10.00 0.012
PDF: 0.330 10.00 0.009
PDF: 0.340 10.00 0.007
PDF: 0.350 10.00 0.005
PDF: 0.360 10.00 0.004
PDF: 0.370 10.00 0.003
PDF: 0.380 10.00 0.002
PDF: 0.390 10.00 0.002
PDF: 0.400 10.00 0.001
PDF: 0.410 10.00 0.001
PDF: 0.420 10.00 0.001
PDF: 0.430 10.00 0.000
PDF: 0.440 10.00 0.000
PDF: 0.450 10.00 0.000
PDF: 0.460 10.00 0.000
PDF: 0.470 10.00 0.000
PDF: 0.480 10.00 0.000
PDF: 0.490 10.00 0.000
PDF: -0.500 10.20 0.000
PDF: -0.490 10.20 0.000
PDF: -0.480 10.20 0.000
PDF: -0.470 10.20 0.000
PDF: -0.460 10.20 0.000
PDF: -0.450 10.20 0.000
PDF: -0.440 10.20 0.000
PDF: -0.430 10.20 0.000
PDF: -0.420 10.20 0.000
PDF: -0.410 10.20 0.000
PDF: -0.400 10.20 0.000
PDF: -0.390 10.20 0.000
PDF: -0.380 10.20 0.000
PDF: -0.370 10.20 0.000
PDF: -0.360 10.20 0.000
PDF: -0.350 10.20 0.000
PDF: -0.340 10.20 0.000
PDF: -0.330 10.20 0.000
PDF: -0.320 10.20 0.000
PDF: -0.310 10.20 0.000
PDF: -0.300 10.20 0.000
PDF: -0.290 10.20 0.000
PDF: -0.280 10.20 0.000
PDF: -0.270 10.20 0.000
PDF: -0.260 10.20 0.000
PDF: -0.250 10.20 0.000
PDF: -0.240 10.20 0.000
PDF: -0.230 10.20 0.000
PDF: -0.220 10.20 0.000
PDF: -0.210 10.20 0.001
PDF: -0.200 10.20 0.002
PDF: -0.190 10.20 0.004
PDF: -0.180 10.20 0.008
PDF: -0.170 10.20 0.015
PDF: -0.160 10.20 0.026
PDF: -0.150 10.20 0.045
PDF: -0.140 10.20 0.073
PDF: -0.130 10.20 0.115
PDF: -0.120 10.20 0.173
PDF: -0.110 10.20 0.249
PDF: -0.100 10.20 0.344
PDF: -0.090 10.20 0.455
PDF: -0.080 10.20 0.576
PDF: -0.070 10.20 0.700
PDF: -0.060 10.20 0.816
PDF: -0.050 10.20 0.911
PDF: -0.040 10.20 0.975
PDF: -0.030 10.20 1.000
PDF: -0.020 10.20 0.998
PDF: -0.010 10.20 0.989
PDF: 0.000 10.20 0.974
PDF: 0.010 10.20 0.953
PDF: 0.020 10.20 0.927
PDF: 0.030 10.20 0.896
PDF: 0.040 10.20 0.861
PDF: 0.050 10.20 0.822
PDF: 0.060 10.20 0.779
PDF: 0.070 10.20 0.734
PDF: 0.080 10.20 0.688
PDF: 0.090 10.20 0.640
PDF: 0.100 10.20 0.592
PDF: 0.110 10.20 0.544
PDF: 0.120 10.20 0.497
PDF: 0.130 10.20 0.451
PDF: 0.140 10.20 0.406
PDF: 0.150 10.20 0.364
PDF: 0.160 10.20 0.324
PDF: 0.170 10.20 0.287
PDF: 0.180 10.20 0.252
PDF: 0.190 10.20 0.220
PDF: 0.200 10.20 0.191
PDF: 0.210 10.20 0.165
PDF: 0.220 10.20 0.141
PDF: 0.230 10.20 0.121
PDF: 0.240 10.20 0.102
PDF: 0.250 10.20 0.086
PDF: 0.260 10.20 0.072
PDF: 0.270 10.20 0.060
PDF: 0.280 10.20 0.049
PDF: 0.290 10.20 0.040
PDF: 0.300 10.20 0.033
PDF: 0.310 10.20 0.027
PDF: 0.320 10.20 0.021
PDF: 0.330 10.20 0.017
PDF: 0.340 10.20 0.014
PDF: 0.350 10.20 0.011
PDF: 0.360 10.20 0.008
PDF: 0.370 10.20 0.007
PDF: 0.380 10.20 0.005
PDF: 0.390 10.20 0.004
PDF: 0.400 10.20 0.003
PDF: 0.410 10.20 0.002
PDF: 0.420 10.20 0.002
PDF: 0.430 10.20 0.001
PDF: 0.440 10.20 0.001
PDF: 0.450 10.20 0.001
PDF: 0.460 10.20 0.001
PDF: 0.470 10.20 0.000
PDF: 0.480 10.20 0.000
PDF: 0.490 10.20 0.000
PDF: -0.500 10.40 0.000
PDF: -0.490 10.40 0.000
PDF: -0.480 10.40 0.000
PDF: -0.470 10.40 0.000
PDF: -0.460 10.40 0.000
PDF: -0.450 10.40 0.000
PDF: -0.440 10.40 0.000
PDF: -0.430 10.40 0.000
PDF: -0.420 10.40 0.000
PDF: -0.410 10.40 0.000
PDF: -0.400 10.40 0.000
PDF: -0.390 10.40 0.000
PDF: -0.380 10.40 0.000
PDF: -0.370 10.40 0.000
PDF: -0.360 10.40 0.000
PDF: -0.350 10.40 0.000
PDF: -0.340 10.40 0.000
PDF: -0.330 10.40 0.000
PDF: -0.320 10.40 0.000
PDF: -0.310 10.40 0.000
PDF: -0.300 10.40 0.000
PDF: -0.290 10.40 0.000
PDF: -0.280 10.40 0.000
PDF: -0.270 10.40 0.000
PDF: -0.260 10.40 0.000
PDF: -0.250 10.40 0.000
PDF: -0.240 10.40 0.001
PDF: -0.230 10.40 0.001
PDF: -0.220 10.40 0.003
PDF: -0.210 10.40 0.005
PDF: -0.200 10.40 0.008
PDF: -0.190 10.40 0.014
PDF: -0.180 10.40 0.022
PDF: -0.170 10.40 0.035
PDF: -0.160 10.40 0.054
PDF: -0.150 10.40 0.081
PDF: -0.140 10.40 0.117
PDF: -0.130 10.40 0.165
PDF: -0.120 10.40 0.225
PDF: -0.110 10.40 0.298
PDF: -0.100 10.40 0.384
PDF: -0.090 10.40 0.480
PDF: -0.080 10.40 0.582
PDF: -0.070 10.40 0.686
PDF: -0.060 10.40 0.784
PDF: -0.050 10.40 0.871
PDF: -0.040 10.40 0.939
PDF: -0.030 10.40 0.983
PDF: -0.020 10.40 1.000
PDF: -0.010 10.40 0.998
PDF: 0.000 10.40 0.989
PDF: 0.010 10.40 0.975
PDF: 0.020 10.40 0.956
PDF: 0.030 10.40 0.932
PDF: 0.040 10.40 0.903
PDF: 0.050 10.40 0.869
PDF: 0.060 10.40 0.832
PDF: 0.070 10.40 0.793
PDF: 0.080 10.40 0.750
PDF: 0.090 10.40 0.706
PDF: 0.100 10.40 0.660
PDF: 0.110 10.40 0.614
PDF: 0.120 10.40 0.568
PDF: 0.130 10.40 0.522
PDF: 0.140 10.40 0.477
PDF: 0.150 10.40 0.434
PDF: 0.160 10.40 0.392
PDF: 0.170 10.40 0.352
PDF: 0.180 10.40 0.314
PDF: 0.190 10.40 0.279
PDF: 0.200 10.40 0.246
PDF: 0.210 10.40 0.216
PDF: 0.220 10.40 0.188
PDF: 0.230 10.40 0.163
PDF: 0.240 10.40 0.141
PDF: 0.250 10.40 0.121
PDF: 0.260 10.40 0.103
PDF: 0.270 10.40 0.087
PDF: 0.280 10.40 0.073
PDF: 0.290 10.40 0.061
PDF: 0.300 10.40 0.051
PDF: 0.310 10.40 0.042
PDF: 0.320 10.40 0.035
PDF: 0.330 10.40 0.029
PDF: 0.340 10.40 0.023
PDF: 0.350 10.40 0.019
PDF: 0.360 10.40 0.015
PDF: 0.370 10.40 0.012
PDF: 0.380 10.40 0.010
PDF: 0.390 10.40 0.008
PDF: 0.400 10.40 0.006
PDF: 0.410 10.40 0.005
PDF: 0.420 10.40 0.004
PDF: 0.430 10.40 0.003
PDF: 0.440 10.40 0.002
PDF: 0.450 10.40 0.002
PDF: 0.460 10.40 0.001
PDF: 0.470 10.40 0.001
PDF: 0.480 10.40 0.001
PDF: 0.490 10.40 0.001
PDF: -0.500 10.60 0.000
PDF: -0.490 10.60 0.000
PDF: -0.480 10.60 0.000
PDF: -0.470 10.60 0.000
PDF: -0.460 10.60 0.000
PDF: -0.450 10.60 0.000
PDF: -0.440 10.60 0.000
PDF: -0.430 10.60 0.000
PDF: -0.420 10.60 0.000
PDF: -0.410 10.60 0.000
PDF: -0.400 10.60 0.000
PDF: -0.390 10.60 0.000
PDF: -0.380 10.60 0.000
PDF: -0.370 10.60 0.000
PDF: -0.360 10.60 0.000
PDF: -0.350 10.60 0.000
PDF: -0.340 10.60 0.000
PDF: -0.330 10.60 0.000
PDF: -0.320 10.60 0.000
PDF: -0.310 10.60 0.000
PDF: -0.300 10.60 0.000
PDF: -0.290 10.60 0.000
PDF: -0.280 10.60 0.000
PDF: -0.270 10.60 0.000
PDF: -0.260 10.60 0.000
PDF: -0.250 10.60 0.000
PDF: -0.240 10.60 0.000
PDF: -0.230 10.60 0.001
PDF: -0.220 10.60 0.001
PDF: -0.210 10.60 0.002
PDF: -0.200 10.60 0.004
PDF: -0.190 10.60 0.007
PDF: -0.180 10.60 0.013
PDF: -0.170 10.60 0.022
PDF: -0.160 10.60 0.037
PDF: -0.150 10.60 0.059
PDF: -0.140 10.60 0.091
PDF: -0.130 10.60 0.135
PDF: -0.120 10.60 0.194
PDF: -0.110 10.60 0.268
PDF: -0.100 10.60 0.358
PDF: -0.090 10.60 0.461
PDF: -0.080 10.60 0.573
PDF: -0.070 10.60 0.688
PDF: -0.060 10.60 0.796
PDF: -0.050 10.60 0.888
PDF: -0.040 10.60 0.957
PDF: -0.030 10.60 0.995
PDF: -0.020 10.60 1.000
PDF: -0.010 10.60 0.995
PDF: 0.000 10.60 0.985
PDF: 0.010 10.60 0.970
PDF: 0.020 10.60 0.950
PDF: 0.030 10.60 0.925
PDF: 0.040 10.60 0.897
PDF: 0.050 10.60 0.864
PDF: 0.060 10.60 0.828
PDF: 0.070 10.60 0.790
PDF: 0.080 10.60 0.749
PDF: 0.090 10.60 0.707
PDF: 0.100 10.60 0.664
PDF: 0.110 10.60 0.620
PDF: 0.120 10.60 0.575
PDF: 0.130 10.60 0.532
PDF: 0.140 10.60 0.488
PDF: 0.150 10.60 0.446
PDF: 0.160 10.60 0.406
PDF: 0.170 10.60 0.367
PDF: 0.180 10.60 0.330
PDF: 0.190 10.60 0.295
PDF: 0.200 10.60 0.263
PDF: 0.210 10.60 0.233
PDF: 0.220 10.60 0.205
PDF: 0.230 10.60 0.180
PDF: 0.240 10.60 0.156
PDF: 0.250 10.60 0.136
PDF: 0.260 10.60 0.117
PDF: 0.270 10.60 0.100
PDF: 0.280 10.60 0.085
PDF: 0.290 10.60 0.073
PDF: 0.300 10.60 0.061
PDF: 0.310 10.60 0.051
PDF: 0.320 10.60 0.043
PDF: 0.330 10.60 0.036
PDF: 0.340 10.60 0.029
PDF: 0.350 10.60 0.024
PDF: 0.360 10.60 0.020
PDF: 0.370 10.60 0.016
PDF: 0.380 10.60 0.013
PDF: 0.390 10.60 0.010
PDF: 0.400 10.60 0.008
PDF: 0.410 10.60 0.007
PDF: 0.420 10.60 0.005
PDF: 0.430 10.60 0.004
PDF: 0.440 10.60 0.003
PDF: 0.450 10.60 0.003
PDF: 0.460 10.60 0.002
PDF: 0.470 10.60 0.002
PDF: 0.480 10.60 0.001
PDF: 0.490 10.60 0.001
PDF: -0.500 10.80 0.000
PDF: -0.490 10.80 0.000
PDF: -0.480 10.80 0.000
PDF: -0.470 10.80 0.000
PDF: -0.460 10.80 0.000
PDF: -0.450 10.80 0.000
PDF: -0.440 10.80 0.000
PDF: -0.430 10.80 0.000
PDF: -0.420 10.80 0.000
PDF: -0.410 10.80 0.000
PDF: -0.400 10.80 0.000
PDF: -0.390 10.80 0.000
PDF: -0.380 10.80 0.000
PDF: -0.370 10.80 0.000
PDF: -0.360 10.80 0.000
PDF: -0.350 10.80 0.000
PDF: -0.340 10.80 0.000
PDF: -0.330 10.80 0.000
PDF: -0.320 10.80 0.000
PDF: -0.310 10.80 0.000
PDF: -0.300 10.80 0.000
PDF: -0.290 10.80 0.000
PDF: -0.280 10.80 0.000
PDF: -0.270 10.80 0.000
PDF: -0.260 10.80 0.000
PDF: -0.250 10.80 0.000
PDF: -0.240 10.80 0.000
PDF: -0.230 10.80 0.001
PDF: -0.220 10.80 0.002
PDF: -0.210 10.80 0.004
PDF: -0.200 10.80 0.006
PDF: -0.190 10.80 0.011
PDF: -0.180 10.80 0.020
PDF: -0.170 10.80 0.032
PDF: -0.160 10.80 0.051
PDF: -0.150 10.80 0.079
PDF: -0.140 10.80 0.118
PDF: -0.130 10.80 0.169
PDF: -0.120 10.80 0.235
PDF: -0.110 10.80 0.317
PDF: -0.100 10.80 0.412
PDF: -0.090 10.80 0.517
PDF: -0.080 10.80 0.628
PDF: -0.070 10.80 0.738
PDF: -0.060 10.80 0.838
PDF: -0.050 10.80 0.919
PDF: -0.040 10.80 0.975
PDF: -0.030 10.80 1.000
PDF: -0.020 10.80 1.000
PDF: -0.010 10.80 0.994
PDF: 0.000 10.80 0.983
PDF: 0.010 10.80 0.968
PDF: 0.020 10.80 0.949
PDF: 0.030 10.80 0.926
PDF: 0.040 10.80 0.899
PDF: 0.050 10.80 0.869
PDF: 0.060 10.80 0.836
PDF: 0.070 10.80 0.801
PDF: 0.080 10.80 0.763
PDF: 0.090 10.80 0.724
PDF: 0.100 10.80 0.683
PDF: 0.110 10.80 0.642
PDF: 0.120 10.80 0.601
PDF: 0.130 10.80 0.559
PDF: 0.140 10.80 0.518
PDF: 0.150 10.80 0.478
PDF: 0.160 10.80 0.439
PDF: 0.170 10.80 0.401
PDF: 0.180 10.80 0.364
PDF: 0.190 10.80 0.330
PDF: 0.200 10.80 0.297
PDF: 0.210 10.80 0.266
PDF: 0.220 10.80 0.238
PDF: 0.230 10.80 0.211
PDF: 0.240 10.80 0.187
PDF: 0.250 10.80 0.164
PDF: 0.260 10.80 0.144
PDF: 0.270 10.80 0.125
PDF: 0.280 10.80 0.109
PDF: 0.290 10.80 0.094
PDF: 0.300 10.80 0.081
PDF: 0.310 10.80 0.069
PDF: 0.320 10.80 0.059
PDF: 0.330 10.80 0.050
PDF: 0.340 10.80 0.042
PDF: 0.350 10.80 0.035
PDF: 0.360 10.80 0.030
PDF: 0.370 10.80 0.025
PDF: 0.380 10.80 0.020
PDF: 0.390 10.80 0.017
PDF: 0.400 10.80 0.014
PDF: 0.410 10.80 0.011
PDF: 0.420 10.80 0.009
PDF: 0.430 10.80 0.007
PDF: 0.440 10.80 0.006
PDF: 0.450 10.80 0.005
PDF: 0.460 10.80 0.004
PDF: 0.470 10.80 0.003
PDF: 0.480 10.80 0.002
PDF: 0.490 10.80 0.002
PDF: -0.500 11.00 0.000
PDF: -0.490 11.00 0.000
PDF: -0.480 11.00 0.000
PDF: -0.470 11.00 0.000
PDF: -0.460 11.00 0.000
PDF: -0.450 11.00 0.000
PDF: -0.440 11.00 0.000
PDF: -0.430 11.00 0.000
PDF: -0.420 11.00 0.000
PDF: -0.410 11.00 0.000
PDF: -0.400 11.00 0.000
PDF: -0.390 11.00 0.000
PDF: -0.380 11.00 0.000
PDF: -0.370 11.00 0.000
PDF: -0.360 11.00 0.000
PDF: -0.350 11.00 0.000
PDF: -0.340 11.00 0.000
PDF: -0.330 11.00 0.000
PDF: -0.320 11.00 0.000
PDF: -0.310 11.00 0.000
PDF: -0.300 11.00 0.000
PDF: -0.290 11.00 0.000
PDF: -0.280 11.00 0.000
PDF: -0.270 11.00 0.000
PDF: -0.260 11.00 0.000
PDF: -0.250 11.00 0.001
PDF: -0.240 11.00 0.002
PDF: -0.230 11.00 0.003
PDF: -0.220 11.00 0.005
PDF: -0.210 11.00 0.008
PDF: -0.200 11.00 0.013
PDF: -0.190 11.00 0.021
PDF: -0.180 11.00 0.032
PDF: -0.170 11.00 0.048
PDF: -0.160 11.00 0.071
PDF: -0.150 11.00 0.102
PDF: -0.140 11.00 0.141
PDF: -0.130 11.00 0.192
PDF: -0.120 11.00 0.254
PDF: -0.110 11.00 0.327
PDF: -0.100 11.00 0.411
PDF: -0.090 11.00 0.503
PDF: -0.080 11.00 0.599
PDF: -0.070 11.00 0.696
PDF: -0.060 11.00 0.788
PDF: -0.050 11.00 0.870
PDF: -0.040 11.00 0.935
PDF: -0.030 11.00 0.980
PDF: -0.020 11.00 1.000
PDF: -0.010 11.00 1.000
PDF: 0.000 11.00 0.993
PDF: 0.010 11.00 0.981
PDF: 0.020 11.00 0.963
PDF: 0.030 11.00 0.940
PDF: 0.040 11.00 0.913
PDF: 0.050 11.00 0.882
PDF: 0.060 11.00 0.846
PDF: 0.070 11.00 0.808
PDF: 0.080 11.00 0.767
PDF: 0.090 11.00 0.724
PDF: 0.100 11.00 0.679
PDF: 0.110 11.00 0.634
PDF: 0.120 11.00 0.588
PDF: 0.130 11.00 0.543
PDF: 0.140 11.00 0.498
PDF: 0.150 11.00 0.454
PDF: 0.160 11.00 0.412
PDF: 0.170 11.00 0.372
PDF: 0.180 11.00 0.333
PDF: 0.190 11.00 0.297
PDF: 0.200 11.00 0.264
PDF: 0.210 11.00 0.232
PDF: 0.220 11.00 0.204
PDF: 0.230 11.00 0.178
PDF: 0.240 11.00 0.154
PDF: 0.250 11.00 0.133
PDF: 0.260 11.00 0.114
PDF: 0.270 11.00 0.097
PDF: 0.280 11.00 0.082
PDF: 0.290 11.00 0.069
PDF: 0.300 11.00 0.058
PDF: 0.310 11.00 0.048
PDF: 0.320 11.00 0.040
PDF: 0.330 11.00 0.033
PDF: 0.340 11.00 0.027
PDF: 0.350 11.00 0.022
PDF: 0.360 11.00 0.018
PDF: 0.370 11.00 0.014
PDF: 0.380 11.00 0.012
PDF: 0.390 11.00 0.009
PDF: 0.400 11.00 0.007
PDF: 0.410 11.00 0.006
PDF: 0.420 11.00 0.004
PDF: 0.430 11.00 0.003
PDF: 0.440 11.00 0.003
PDF: 0.450 11.00 0.002
PDF: 0.460 11.00 0.002
PDF: 0.470 11.00 0.001
PDF: 0.480 11.00 0.001
PDF: 0.490 11.00 0.001
PDF: -0.500 11.20 0.000
PDF: -0.490 11.20 0.000
PDF: -0.480 11.20 0.000
PDF: -0.470 11.20 0.000
PDF: -0.460 11.20 0.000
PDF: -0.450 11.20 0.000
PDF: -0.440 11.20 0.000
PDF: -0.430 11.20 0.000
PDF: -0.420 11.20 0.000
PDF: -0.410 11.20 0.000
PDF: -0.400 11.20 0.000
PDF: -0.390 11.20 0.000
PDF: -0.380 11.20 0.000
PDF: -0.370 11.20 0.000
PDF: -0.360 11.20 0.000
PDF: -0.350 11.20 0.000
PDF: -0.340 11.20 0.000
PDF: -0.330 11.20 0.000
PDF: -0.320 11.20 0.000
PDF: -0.310 11.20 0.000
PDF: -0.300 11.20 0.000
PDF: -0.290 11.20 0.000
PDF: -0.280 11.20 0.000
PDF: -0.270 11.20 0.001
PDF: -0.260 11.20 0.001
PDF: -0.250 11.20 0.002
PDF: -0.240 11.20 0.003
PDF: -0.230 11.20 0.006
PDF: -0.220 11.20 0.009
PDF: -0.210 11.20 0.014
PDF: -0.200 11.20 0.022
PDF: -0.190 11.20 0.033
PDF: -0.180 11.20 0.049
PDF: -0.170 11.20 0.071
PDF: -0.160 11.20 0.100
PDF: -0.150 11.20 0.137
PDF: -0.140 11.20 0.184
PDF: -0.130 11.20 0.241
PDF: -0.120 11.20 0.308
PDF: -0.110 11.20 0.385
PDF: -0.100 11.20 0.471
PDF: -0.090 11.20 0.561
PDF: -0.080 11.20 0.654
PDF: -0.070 11.20 0.744
PDF: -0.060 11.20 0.828
PDF: -0.050 11.20 0.899
PDF: -0.040 11.20 0.954
PDF: -0.030 11.20 0.988
PDF: -0.020 11.20 1.000
PDF: -0.010 11.20 0.997
PDF: 0.000 11.20 0.989
PDF: 0.010 11.20 0.975
PDF: 0.020 11.20 0.955
PDF: 0.030 11.20 0.931
PDF: 0.040 11.20 0.902
PDF: 0.050 11.20 0.869
PDF: 0.060 11.20 0.832
PDF: 0.070 11.20 0.792
PDF: 0.080 11.20 0.750
PDF: 0.090 11.20 0.706
PDF: 0.100 11.20 0.660
PDF: 0.110 11.20 0.614
PDF: 0.120 11.20 0.568
PDF: 0.130 11.20 0.523
PDF: 0.140 11.20 0.478
PDF: 0.150 11.20 0.435
PDF: 0.160 11.20 0.393
PDF: 0.170 11.20 0.353
PDF: 0.180 11.20 0.316
PDF: 0.190 11.20 0.280
PDF: 0.200 11.20 0.248
PDF: 0.210 11.20 0.217
PDF: 0.220 11.20 0.190
PDF: 0.230 11.20 0.165
PDF: 0.240 11.20 0.142
PDF: 0.250 11.20 0.122
PDF: 0.260 11.20 0.104
PDF: 0.270 11.20 0.088
PDF: 0.280 11.20 0.075
PDF: 0.290 11.20 0.062
PDF: 0.300 11.20 0.052
PDF: 0.310 11.20 0.043
PDF: 0.320 11.20 0.036
PDF: 0.330 11.20 0.029
PDF: 0.340 11.20 0.024
PDF: 0.350 11.20 0.019
PDF: 0.360 11.20 0.015
PDF: 0.370 11.20 0.012
PDF: 0.380 11.20 0.010
PDF: 0.390 11.20 0.008
PDF: 0.400 11.20 0.006
PDF: 0.410 11.20 0.005
PDF: 0.420 11.20 0.004
PDF: 0.430 11.20 0.003
PDF: 0.440 11.20 0.002
PDF: 0.450 11.20 0.002
PDF: 0.460 11.20 0.001
PDF: 0.470 11.20 0.001
PDF: 0.480 11.20 0.001
PDF: 0.490 11.20 0.001
PDF: -0.500 11.40 0.000
PDF: -0.490 11.40 0.000
PDF: -0.480 11.40 0.000
PDF: -0.470 11.40 0.000
PDF: -0.460 11.40 0.000
PDF: -0.450 11.40 0.000
PDF: -0.440 11.40 0.000
PDF: -0.430 11.40 0.000
PDF: -0.420 11.40 0.000
PDF: -0.410 11.40 0.000
PDF: -0.400 11.40 0.000
PDF: -0.390 11.40 0.000
PDF: -0.380 11.40 0.000
PDF: -0.370 11.40 0.000
PDF: -0.360 11.40 0.000
PDF: -0.350 11.40 0.000
PDF: -0.340 11.40 0.000
PDF: -0.330 11.40 0.000
PDF: -0.320 11.40 0.000
PDF: -0.310 11.40 0.000
PDF: -0.300 11.40 0.000
PDF: -0.290 11.40 0.000
PDF: -0.280 11.40 0.001
PDF: -0.270 11.40 0.001
PDF: -0.260 11.40 0.002
PDF: -0.250 11.40 0.004
PDF: -0.240 11.40 0.006
PDF: -0.230 11.40 0.010
PDF: -0.220 11.40 0.015
PDF: -0.210 11.40 0.022
PDF: -0.200 11.40 0.032
PDF: -0.190 11.40 0.047
PDF: -0.180 11.40 0.066
PDF: -0.170 11.40 0.092
PDF: -0.160 11.40 0.124
PDF: -0.150 11.40 0.165
PDF: -0.140 11.40 0.214
PDF: -0.130 11.40 0.273
PDF: -0.120 11.40 0.340
PDF: -0.110 11.40 0.416
PDF: -0.100 11.40 0.498
PDF: -0.090 11.40 0.584
PDF: -0.080 11.40 0.671
PDF: -0.070 11.40 0.755
PDF: -0.060 11.40 0.832
PDF: -0.050 11.40 0.899
PDF: -0.040 11.40 0.951
PDF: -0.030 11.40 0.985
PDF: -0.020 11.40 1.000
PDF: -0.010 11.40 0.999
PDF: 0.000 11.40 0.990
PDF: 0.010 11.40 0.975
PDF: 0.020 11.40 0.955
PDF: 0.030 11.40 0.928
PDF: 0.040 11.40 0.897
PDF: 0.050 11.40 0.861
PDF: 0.060 11.40 0.821
PDF: 0.070 11.40 0.777
PDF: 0.080 11.40 0.731
PDF: 0.090 11.40 0.684
PDF: 0.100 11.40 0.635
PDF: 0.110 11.40 0.586
PDF: 0.120 11.40 0.537
PDF: 0.130 11.40 0.489
PDF: 0.140 11.40 0.442
PDF: 0.150 11.40 0.398
PDF: 0.160 11.40 0.355
PDF: 0.170 11.40 0.315
PDF: 0.180 11.40 0.278
PDF: 0.190 11.40 0.243
PDF: 0.200 11.40 0.211
PDF: 0.210 11.40 0.183
PDF: 0.220 11.40 0.157
PDF: 0.230 11.40 0.134
PDF: 0.240 11.40 0.113
PDF: 0.250 11.40 0.095
PDF: 0.260 11.40 0.080
PDF: 0.270 11.40 0.066
PDF: 0.280 11.40 0.055
PDF: 0.290 11.40 0.045
PDF: 0.300 11.40 0.037
PDF: 0.310 11.40 0.030
PDF: 0.320 11.40 0.024
PDF: 0.330 11.40 0.019
PDF: 0.340 11.40 0.015
PDF: 0.350 11.40 0.012
PDF: 0.360 11.40 0.009
PDF: 0.370 11.40 0.007
PDF: 0.380 11.40 0.006
PDF: 0.390 11.40 0.004
PDF: 0.400 11.40 0.003
PDF: 0.410 11.40 0.002
PDF: 0.420 11.40 0.002
PDF: 0.430 11.40 0.001
PDF: 0.440 11.40 0.001
PDF: 0.450 11.40 0.001
PDF: 0.460 11.40 0.001
PDF: 0.470 11.40 0.000
PDF: 0.480 11.40 0.000
PDF: 0.490 11.40 0.000
PDF: -0.500 11.60 0.000
PDF: -0.490 11.60 0.000
PDF: -0.480 11.60 0.000
PDF: -0.470 11.60 0.000
PDF: -0.460 11.60 0.000
PDF: -0.450 11.60 0.000
PDF: -0.440 11.60 0.000
PDF: -0.430 11.60 0.000
PDF: -0.420 11.60 0.000
PDF: -0.410 11.60 0.000
PDF: -0.400 11.60 0.000
PDF: -0.390 11.60 0.000
PDF: -0.380 11.60 0.000
PDF: -0.370 11.60 0.000
PDF: -0.360 11.60 0.000
PDF: -0.350 11.60 0.000
PDF: -0.340 11.60 0.000
PDF: -0.330 11.60 0.000
PDF: -0.320 11.60 0.000
PDF: -0.310 11.60 0.000
PDF: -0.300 11.60 0.000
PDF: -0.290 11.60 0.001
PDF: -0.280 11.60 0.001
PDF: -0.270 11.60 0.002
PDF: -0.260 11.60 0.003
PDF: -0.250 11.60 0.004
PDF: -0.240 11.60 0.007
PDF: -0.230 11.60 0.011
PDF: -0.220 11.60 0.017
PDF: -0.210 11.60 0.025
PDF: -0.200 11.60 0.037
PDF: -0.190 11.60 0.054
PDF: -0.180 11.60 0.076
PDF: -0.170 11.60 0.105
PDF: -0.160 11.60 0.142
PDF: -0.150 11.60 0.187
PDF: -0.140 11.60 0.242
PDF: -0.130 11.60 0.307
PDF: -0.120 11.60 0.380
PDF: -0.110 11.60 0.461
